_id ,plotkin10_name , RA, Dec, LII , BII , Redshift , SDSSclassification , RMAG , RadioFluxDensityat1.4GHz, other_name
 181 , "SDSS J094738.58+221533.3" , 146.91042 , 22.25925 , "209.17" , "48.19" , -1 , "H " , 19.1 , 84.23 ,,
 182 , "SDSS J094827.06+083940.8" , 147.1125 , 8.66133 , "227.23" , "43.05" , 1.334 , "H " , 19.5 , 1.88 ,,
 183 , "SDSS J094853.60+085514.4" , 147.22333 , 8.92067 , "227" , "43.27" , 1.971 , "H " , 17 , 33.08 ,,
 184 , "SDSS J095003.47+061503.7" , 147.51417 , 6.25103 , "230.33" , "42.17" , -1 , "H " , 18.9 , 96.02 ,,
 185 , "SDSS J095041.07+233159.6" , 147.67083 , 23.53319 , "207.6" , "49.21" , 2.116 , "L " , 19 , 0.98 ,,
 186 , "SDSS J095125.90+504559.7" , 147.85792 , 50.76658 , "165.58" , "48.69" , 1.363 , "H " , 18.9 , 1.35 ,,
 187 , "SDSS J095127.82+010210.3" , 147.86583 , 1.03619 , "236.36" , "39.6" , 0.502 , "H " , 19.2 , 19.7 ,,
 188 , "SDSS J095214.70+393615.8" , 148.06125 , 39.60442 , "182.56" , "51.01" , -1 , "H " , 19.8 , 2.54 ,,
 189 , "SDSS J095409.86+491459.5" , 148.54083 , 49.24986 , "167.6" , "49.56" , -1 , "H " , 18.9 , 4.22 ,,
 190 , "SDSS J095438.39+234118.2" , 148.65958 , 23.68839 , "207.72" , "50.12" , 1.333 , "H " , 19.1 , 0.96 ,,
 191 , "SDSS J095507.88+355100.8" , 148.7825 , 35.85022 , "188.53" , "51.74" , 0.557 , "H " , 20.1 , 7.94 ,,
 192 , "SDSS J095501.87+083342.1" , 148.7575 , 8.56169 , "228.46" , "44.41" , -1 , "H " , 19.2 , 12.66 ,,
 193 , "SDSS J095550.54+555506.9" , 148.96042 , 55.91858 , "158.02" , "47.48" , -1 , "H " , 19.7 , 1.08 ,,
 194 , "SDSS J095549.67+101429.5" , 148.95667 , 10.24153 , "226.53" , "45.4" , 0.373 , "H " , 19.8 , 2.44 ,,
 195 , "SDSS J095649.54+015601.7" , 149.20625 , 1.93381 , "236.41" , "41.21" , -1 , "H " , 20.1 , 4.38 ,,
 196 , "SDSS J095802.93+062634.5" , 149.51208 , 6.44292 , "231.53" , "43.96" , 0.969 , "L " , 19 , 1 ,,
 197 , "SDSS J095929.88+212321.0" , 149.87417 , 21.38917 , "211.67" , "50.57" , 0.365 , "H " , 18.4 , 39.79 ,,
 198 , "SDSS J100040.67+531911.7" , 150.16917 , 53.31992 , "161.19" , "49.15" , -1 , "H " , 20.4 , 2.02 ,,
 199 , "SDSS J100050.21+574609.1" , 150.20917 , 57.76919 , "155.12" , "47.29" , 0.64 , "H " , 19.5 , 82.66 ,,
 200 , "SDSS J100110.20+291137.6" , 150.2925 , 29.19378 , "199.51" , "52.61" , -1 , "H " , 18.1 , 145.57 ,,
 201 , "SDSS J100234.42+221614.9" , 150.64333 , 22.27081 , "210.65" , "51.51" , -1 , "H " , 18.8 , 12.19 ,,
 202 , "SDSS J100309.39+073822.8" , 150.78875 , 7.63967 , "231.04" , "45.67" , -1 , "H " , 19.5 , 1.1 ,,
 203 , "SDSS J100326.63+020455.7" , 150.86083 , 2.08214 , "237.54" , "42.65" , -1 , "H " , 19.5 , 4.52 ,,
 204 , "SDSS J100408.18+144909.9" , 151.03375 , 14.81942 , "221.82" , "49.26" , 0.712 , "H " , 20.7 , 2.85 ,,
 205 , "SDSS J100444.76+375212.0" , 151.18625 , 37.87 , "185.07" , "53.58" , 0.44 , "H " , 19.2 , 44.38 ,,
 206 , "SDSS J100517.54+331202.8" , 151.32292 , 33.20078 , "192.95" , "53.81" , 1.79 , "H " , 18.6 , 0.88 ,,
 207 , "SDSS J100612.22+644011.5" , 151.55083 , 64.66986 , "146.16" , "44.28" , -1 , "H " , 18.9 , 43.57 ,,
 208 , "SDSS J100656.46+345445.1" , 151.735 , 34.91253 , "190.04" , "54.16" , -1 , "H " , 18.9 , 5.02 ,,
 209 , "SDSS J100811.42+470521.4" , 152.0475 , 47.08928 , "169.8" , "52.42" , 0.343 , "H " , 19.1 , 4.29 ,,
 210 , "SDSS J100902.83+621354.8" , 152.26167 , 62.23189 , "148.76" , "45.91" , 1.377 , "L " , 18.9 , 0.96 ,,
 211 , "SDSS J100959.64+014533.7" , 152.49833 , 1.75936 , "239.23" , "43.77" , 1.086 , "H " , 19.6 , 71.45 ,,
 212 , "SDSS J101115.63+010642.4" , 152.815 , 1.11178 , "240.21" , "43.63" , 1.479 , "H " , 19.2 , 310.32 ,,
 213 , "SDSS J101118.50+013755.8" , 152.82708 , 1.63217 , "239.65" , "43.95" , 0.467 , "H " , 20.6 , 1.87 ,,
 214 , "SDSS J101141.02+291114.7" , 152.92083 , 29.18742 , "199.99" , "54.89" , -1 , "H " , 19.4 , 4.16 ,,
 215 , "SDSS J101213.34+063057.2" , 153.05542 , 6.51589 , "234.16" , "46.97" , -1 , "H " , 17.3 , 512.65 ,,
 216 , "SDSS J101244.30+422957.0" , 153.18458 , 42.49917 , "176.89" , "54.4" , 0.365 , "H " , 18.2 , 79.9 ,,
 217 , "SDSS J101353.46+492758.1" , 153.4725 , 49.46614 , "165.6" , "52.52" , 1.635 , "H " , 18.4 , 0.94 ,,
 218 , "SDSS J101504.13+492600.6" , 153.76708 , 49.4335 , "165.53" , "52.71" , -1 , "H " , 15.2 , 398.16 ,,
 219 , "SDSS J101544.01+122707.1" , 153.93333 , 12.45197 , "227.06" , "50.75" , -1 , "H " , 18.4 , 155.12 ,,
 220 , "SDSS J101706.67+520247.2" , 154.2775 , 52.04644 , "161.41" , "51.94" , 0.379 , "H " , 19.2 , 39.14 ,,
 221 , "SDSS J101754.91+431201.1" , 154.47875 , 43.20031 , "175.32" , "55.15" , 2.138 , "H " , 20.3 , 0.94 ,,
 222 , "SDSS J101807.91+190615.5" , 154.53292 , 19.10431 , "217.49" , "53.99" , -1 , "H " , 19.3 , 14.07 ,,
 223 , "SDSS J101858.55+591127.8" , 154.74375 , 59.19106 , "151.49" , "48.61" , -1 , "H " , 17.8 , 98.64 ,,
 224 , "SDSS J101950.87+632001.6" , 154.96167 , 63.33378 , "146.43" , "46.27" , 0.816 , "H " , 18.4 , 117.89 ,,
 225 , "SDSS J102013.76+625010.1" , 155.05708 , 62.83614 , "146.97" , "46.61" , 0.25 , "H " , 18.6 , 33.33 ,,
 226 , "SDSS J102100.35+162554.0" , 155.25125 , 16.43167 , "222.12" , "53.63" , -1 , "H " , 18.4 , 16.61 ,,
 227 , "SDSS J102128.87+380643.2" , 155.37 , 38.11203 , "184" , "56.83" , 0.467 , "H " , 19.8 , 4.61 ,,
 228 , "SDSS J102130.75+141137.4" , 155.37792 , 14.19372 , "225.59" , "52.79" , 0.51 , "H " , 19.3 , 13.48 ,,
 229 , "SDSS J102243.72-011302.4" , 155.68208 , -1.21736 , "245.24" , "44.36" , -1 , "H " , 17.5 , 37.96 ,,
 230 , "SDSS J102339.73+300057.7" , 155.91542 , 30.01603 , "198.94" , "57.56" , 0.433 , "H " , 18.7 , 8.39 ,,
 231 , "SDSS J102453.63+233234.0" , 156.22333 , 23.54278 , "210.83" , "56.8" , 0.165 , "H " , 17.4 , 125.13 ,,
 232 , "SDSS J102523.04+040228.9" , 156.34583 , 4.04139 , "239.96" , "48.21" , 0.208 , "H " , 18.5 , 48.34 ,,
 233 , "SDSS J102659.57+514703.8" , 156.74792 , 51.78439 , "160.65" , "53.42" , -1 , "H " , 19.5 , 53.33 ,,
 234 , "SDSS J102724.96+631753.0" , 156.85375 , 63.29806 , "145.7" , "46.96" , 0.58 , "H " , 18.6 , 16.53 ,,
 235 , "SDSS J102703.39+060933.9" , 156.76375 , 6.15942 , "237.74" , "49.8" , 0.449 , "H " , 19.1 , 6.91 ,,
 236 , "SDSS J102732.39+352622.1" , 156.88458 , 35.43947 , "188.7" , "58.34" , -1 , "H " , 19.6 , 10.47 ,,
 237 , "SDSS J102827.61+055515.1" , 157.115 , 5.92089 , "238.36" , "49.95" , 0.234 , "H " , 19.1 , 14.39 ,,
 238 , "SDSS J103118.53+505335.8" , 157.82708 , 50.89328 , "161.44" , "54.44" , -1 , "H " , 16.8 , 37.97 ,,
 239 , "SDSS J103239.06+662323.2" , 158.1625 , 66.38978 , "141.84" , "45.3" , -1 , "H " , 19.2 , 84.71 ,,
 240 , "SDSS J103208.37+040157.0" , 158.03458 , 4.0325 , "241.55" , "49.53" , -1 , "H " , 19.6 , 112.66 ,,
 241 , "SDSS J103220.28+030949.2" , 158.08417 , 3.16367 , "242.63" , "49.03" , 0.323 , "H " , 18.3 , 31.08 ,,
 242 , "SDSS J103240.72+373826.8" , 158.16958 , 37.64078 , "184.24" , "59.08" , 0.528 , "H " , 17.9 , 86.28 ,,
 243 , "SDSS J103317.94+422236.3" , 158.32458 , 42.37678 , "175.34" , "58.09" , 0.211 , "H " , 18.2 , 33.21 ,,
 244 , "SDSS J103346.39+370825.2" , 158.44292 , 37.14031 , "185.14" , "59.38" , 0.447 , "H " , 19.8 , 4.38 ,,
 245 , "SDSS J103510.81+374929.0" , 158.795 , 37.82475 , "183.72" , "59.54" , 0.571 , "H " , 19.4 , 0.94 ,,
 246 , "SDSS J103507.64+072338.5" , 158.78167 , 7.39403 , "238.01" , "52.15" , -1 , "H " , 19.6 , 9.94 ,,
 247 , "SDSS J103601.12+084948.4" , 159.00458 , 8.83011 , "236.27" , "53.16" , 3.679 , "H " , 19.5 , 0.96 ,,
 248 , "SDSS J103640.35+123338.7" , 159.16792 , 12.56075 , "231.01" , "55.27" , -1 , "H " , 18.1 , 72.53 ,,
 249 , "SDSS J103744.29+571155.6" , 159.43417 , 57.19878 , "151.77" , "51.78" , -1 , "H " , 16.4 , 130.02 ,,
 250 , "SDSS J103736.09+342730.8" , 159.4 , 34.45856 , "190.26" , "60.48" , 1.504 , "H " , 19.1 , 0.92 ,,
 251 , "SDSS J103729.78+170149.4" , 159.37375 , 17.03039 , "223.97" , "57.48" , 0.622 , "H " , 18.8 , 0.98 ,,
 252 , "SDSS J103806.71+382626.5" , 159.52792 , 38.44069 , "182.29" , "59.98" , 1.378 , "H " , 19 , 0.94 ,,
 253 , "SDSS J103845.88+392735.0" , 159.69083 , 39.45972 , "180.25" , "59.88" , 0.382 , "H " , 19.2 , 7.09 ,,
 254 , "SDSS J103852.18+325651.6" , 159.71708 , 32.94767 , "193.3" , "60.85" , 0.321 , "H " , 19.1 , 4.98 ,,
 255 , "SDSS J104029.01+094754.2" , 160.12083 , 9.79839 , "235.96" , "54.61" , 0.304 , "H " , 18.6 , 18.49 ,,
 256 , "SDSS J104125.63+132458.4" , 160.35667 , 13.41625 , "230.71" , "56.7" , 0.375 , "H " , 19.4 , 38.12 ,,
 257 , "SDSS J104149.15+390119.5" , 160.45458 , 39.02208 , "180.82" , "60.55" , 0.208 , "H " , 18.3 , 27.81 ,,
 258 , "SDSS J104255.44+151314.9" , 160.73083 , 15.22081 , "228.08" , "57.88" , 0.307 , "H " , 18.9 , 6.63 ,,
 259 , "SDSS J104309.04+240835.4" , 160.7875 , 24.14317 , "211.58" , "61" , 0.559 , "L " , 17.2 , 369.54 ,,
 260 , "SDSS J104323.88+065310.1" , 160.84917 , 6.88614 , "240.7" , "53.5" , -1 , "H " , 19.5 , 7.18 ,,
 261 , "SDSS J104516.30+275133.4" , 161.31792 , 27.85928 , "204.04" , "62.08" , -1 , "H " , 18.9 , 3.98 ,,
 262 , "SDSS J104857.61+500945.3" , 162.24 , 50.16258 , "159.99" , "57.22" , 0.403 , "H " , 19.5 , 5.96 ,,
 263 , "SDSS J105125.35+394325.7" , 162.85542 , 39.72381 , "178.36" , "62.15" , 0.497 , "H " , 18.6 , 10.34 ,,
 264 , "SDSS J105344.12+492955.9" , 163.43375 , 49.49889 , "160.23" , "58.23" , 0.14 , "L " , 17.4 , 56.16 ,,
 265 , "SDSS J105431.89+385521.6" , 163.6325 , 38.92267 , "179.63" , "62.96" , 1.366 , "L " , 17.2 , 73.07 ,,
 266 , "SDSS J105430.62+221054.8" , 163.6275 , 22.18189 , "217.04" , "63.03" , -1 , "H " , 17.6 , 61.78 ,,
 267 , "SDSS J105451.49+162607.3" , 163.71417 , 16.43536 , "228.5" , "60.99" , 0.505 , "H " , 19.5 , 4.63 ,,
 268 , "SDSS J105538.62+305251.0" , 163.91083 , 30.88083 , "197.54" , "64.47" , 0.243 , "H " , 18.6 , 7.7 ,,
 269 , "SDSS J105606.61+025213.4" , 164.0275 , 2.87039 , "249.27" , "53.27" , 0.236 , "H " , 18.6 , 4.77 ,,
 270 , "SDSS J105723.09+230318.7" , 164.34625 , 23.05519 , "215.56" , "63.91" , 0.378 , "H " , 19.2 , 6.73 ,,
 271 , "SDSS J105802.92+430441.5" , 164.51208 , 43.07819 , "170.71" , "62.07" , -1 , "H " , 19.2 , 312.26 ,,
 272 , "SDSS J105752.79-005908.3" , 164.46958 , -0.98564 , "254.14" , "50.8" , 0.468 , "H " , 19 , 2.81 ,,
 273 , "SDSS J105837.73+562811.1" , 164.65708 , 56.46975 , "149.59" , "54.42" , 0.143 , "H " , 16.2 , 221.38 ,,
 274 , "SDSS J105829.89+281746.3" , 164.62417 , 28.29619 , "203.64" , "65.03" , -1 , "H " , 18.5 , 91.04 ,,
 275 , "SDSS J105829.60+013358.8" , 164.62333 , 1.56633 , "251.51" , "52.77" , 0.887 , "H " , 17.9 , 3353.64 ,,
 276 , "SDSS J105950.85+434315.3" , 164.96167 , 43.72092 , "169.17" , "62.08" , 0.459 , "H " , 19.7 , 30.7 ,,
 277 , "SDSS J110021.06+401928.0" , 165.0875 , 40.32444 , "175.86" , "63.56" , -1 , "H " , 17.2 , 15.47 ,,
 278 , "SDSS J110124.72+410847.4" , 165.35292 , 41.1465 , "173.99" , "63.44" , -1 , "H " , 18.8 , 24.25 ,,
 279 , "SDSS J110222.94+380122.5" , 165.59542 , 38.02292 , "180.54" , "64.7" , 0.392 , "H " , 19.4 , 22.32 ,,
 280 , "SDSS J110356.14+002236.3" , 165.98375 , 0.37675 , "254.5" , "52.82" , 0.275 , "H " , 18.6 , 49.58 ,,
 281 , "SDSS J110424.07+073053.1" , 166.1 , 7.51475 , "245.69" , "57.93" , -1 , "H " , 17 , 71.63 ,,
 282 , "SDSS J110704.78+501037.9" , 166.76958 , 50.17719 , "156.69" , "59.55" , 0.706 , "H " , 19.5 , 30.82 ,,
 283 , "SDSS J110735.91+022224.4" , 166.89958 , 2.37344 , "253.37" , "54.92" , -1 , "H " , 18.6 , 23.83 ,,
 284 , "SDSS J110748.06+150210.5" , 166.95 , 15.03625 , "234.31" , "63.05" , 0.602 , "H " , 18.1 , 42.59 ,,
 285 , "SDSS J110839.62+532721.3" , 167.165 , 53.45592 , "151.69" , "57.55" , 0.878 , "H " , 19.3 , 1.61 ,,
 286 , "SDSS J110844.76+261532.7" , 167.18625 , 26.25908 , "209.22" , "67.08" , -1 , "H " , 19.1 , 39.94 ,,
 287 , "SDSS J110916.16+241120.2" , 167.31708 , 24.18894 , "214.48" , "66.82" , 0.482 , "H " , 18.5 , 31.02 ,,
 288 , "SDSS J110938.50+373611.6" , 167.41042 , 37.60325 , "180.43" , "66.19" , 0.397 , "H " , 18.4 , 1.12 ,,
 289 , "SDSS J111056.83+353907.2" , 167.73667 , 35.652 , "184.95" , "67" , -1 , "H " , 19 , 6.85 ,,
 290 , "SDSS J111057.19+170455.7" , 167.73792 , 17.08214 , "231.1" , "64.71" , -1 , "H " , 19 , 56.28 ,,
 291 , "SDSS J111105.54+283843.4" , 167.77292 , 28.64539 , "203.14" , "67.81" , 0.033 , "H " , 19.9 , 0.95 ,,
 292 , "SDSS J111130.90+345203.3" , 167.87875 , 34.86758 , "186.84" , "67.3" , -1 , "H " , 19.4 , 6.19 ,,
 293 , "SDSS J111207.95+260803.7" , 168.03292 , 26.13436 , "209.82" , "67.82" , 0.45 , "H " , 18.8 , 9.11 ,,
 294 , "SDSS J111224.60+175121.8" , 168.1025 , 17.85606 , "229.85" , "65.37" , 0.421 , "H " , 18.5 , 14.07 ,,
 295 , "SDSS J111401.31+222211.5" , 168.50542 , 22.36986 , "219.73" , "67.41" , 2.121 , "H " , 18.4 , 0.98 ,,
 296 , "SDSS J111457.94+593532.0" , 168.74125 , 59.59225 , "143.3" , "53.55" , 1.585 , "H " , 18.2 , 5.31 ,,
 297 , "SDSS J111706.25+201407.3" , 169.27583 , 20.23536 , "225.58" , "67.37" , 0.138 , "H " , 16.6 , 117.46 ,,
 298 , "SDSS J111717.53+000633.5" , 169.32292 , 0.10931 , "259.12" , "54.76" , 0.451 , "H " , 19.2 , 13.79 ,,
 299 , "SDSS J111740.39+254846.6" , 169.41792 , 25.81292 , "211.18" , "69" , 0.36 , "H " , 16.7 , 10.05 ,,
 300 , "SDSS J111757.24+535554.9" , 169.48833 , 53.93192 , "149.21" , "58.16" , 0.72 , "H " , 17.5 , 13.69 ,,
 301 , "SDSS J112048.06+421212.4" , 170.2 , 42.20344 , "167.85" , "66.16" , -1 , "H " , 17 , 25.09 ,,
 302 , "SDSS J112059.74+014456.9" , 170.24875 , 1.74914 , "258.61" , "56.62" , 0.368 , "H " , 19.2 , 24.03 ,,
 303 , "SDSS J112211.81+431649.7" , 170.54917 , 43.28047 , "165.29" , "65.78" , 0.436 , "H " , 19.1 , 3.02 ,,
 304 , "SDSS J112405.35+204553.7" , 171.02208 , 20.76492 , "225.92" , "69.08" , -1 , "H " , 18.5 , 10.76 ,,
 305 , "SDSS J112453.82+493409.7" , 171.22417 , 49.56936 , "153.64" , "62.08" , -1 , "H " , 18.5 , 17.77 ,,
 306 , "SDSS J112448.05+120213.9" , 171.2 , 12.03719 , "245.31" , "64.69" , 0.451 , "H " , 20.4 , 3.29 ,,
 307 , "SDSS J112503.64+214300.1" , 171.265 , 21.71669 , "223.63" , "69.63" , -1 , "H " , 18.2 , 10.48 ,,
 308 , "SDSS J112639.68+275513.1" , 171.665 , 27.92031 , "205.6" , "71.21" , -1 , "H " , 20.1 , 0.89 ,,
 309 , "SDSS J112809.07+022254.6" , 172.0375 , 2.38183 , "260.52" , "58.22" , 1.699 , "L " , 19.2 , 0.96 ,,
 310 , "SDSS J112914.31+370317.9" , 172.30958 , 37.05497 , "178.01" , "70.02" , -1 , "H " , 19.1 , 70 ,,
 311 , "SDSS J113024.77+281317.6" , 172.60292 , 28.22156 , "204.74" , "72.04" , -1 , "H " , 19.4 , 3.2 ,,
 312 , "SDSS J113039.09-004023.0" , 172.6625 , -0.67306 , "264.71" , "56.08" , 1.766 , "L " , 19.2 , 3.14 ,,
 313 , "SDSS J113118.63+580858.8" , 172.8275 , 58.14967 , "141.76" , "55.95" , 0.36 , "H " , 16.7 , 31.8 ,,
 314 , "SDSS J113115.50+023450.2" , 172.81458 , 2.58061 , "261.49" , "58.84" , 0.653 , "H " , 18.5 , 13.29 ,,
 315 , "SDSS J113245.61+003427.6" , 173.19 , 0.57433 , "264.25" , "57.41" , 1.321 , "H " , 17.4 , 493.15 ,,
 316 , "SDSS J113413.47+001041.9" , 173.55583 , 0.17831 , "265.22" , "57.28" , 1.486 , "L " , 18.4 , 0.95 ,,
 317 , "SDSS J113503.57+320015.6" , 173.76458 , 32.00433 , "191.97" , "72.71" , 0.511 , "H " , 19.4 , 19.14 ,,
 318 , "SDSS J113523.71+660941.1" , 173.84875 , 66.16142 , "134.55" , "49.21" , -1 , "H " , 18.9 , 62.35 ,,
 319 , "SDSS J113630.09+673704.3" , 174.125 , 67.61789 , "133.45" , "47.95" , 0.134 , "H " , 17.2 , 45.25 ,,
 320 , "SDSS J113747.64+391941.5" , 174.44833 , 39.32819 , "169.74" , "70.42" , 2.395 , "H " , 18.9 , 0.9 ,,
 321 , "SDSS J113812.15+411352.8" , 174.55042 , 41.23133 , "165.08" , "69.38" , 0.574 , "H " , 19.8 , 22.44 ,,
 322 , "SDSS J113900.55-020140.0" , 174.75208 , -2.02778 , "269.17" , "56.02" , 1.903 , "H " , 19.2 , 0.98 ,,
 323 , "SDSS J114023.48+152809.7" , 175.0975 , 15.46936 , "244.57" , "69.79" , 0.244 , "H " , 17.5 , 62.03 ,,
 324 , "SDSS J114038.91+100535.3" , 175.16208 , 10.09314 , "255.17" , "66.15" , 0.489 , "H " , 18.6 , 0.98 ,,
 325 , "SDSS J114137.13-002729.8" , 175.40458 , -0.45828 , "268.77" , "57.7" , 0.832 , "H " , 18.6 , 0.95 ,,
 326 , "SDSS J114153.34+021924.4" , 175.47208 , 2.32344 , "266.1" , "60.12" , 3.48 , "H " , 18.6 , 3.01 ,,
 327 , "SDSS J114221.76+334201.8" , 175.59042 , 33.7005 , "184.89" , "73.75" , 0.409 , "H " , 19 , 3.95 ,,
 328 , "SDSS J114312.11+612210.7" , 175.80042 , 61.36964 , "136.73" , "53.89" , -1 , "H " , 17.9 , 69.4 ,,
 329 , "SDSS J114535.10-034001.4" , 176.39625 , -3.66706 , "273.1" , "55.34" , 0.168 , "H " , 18.1 , 10.66 ,,
 330 , "SDSS J114837.77+184009.0" , 177.15708 , 18.66917 , "239.99" , "73.26" , -1 , "H " , 19.4 , 554.66 ,,
 331 , "SDSS J114926.13+624332.4" , 177.35875 , 62.72567 , "134.66" , "52.96" , 0.763 , "H " , 18.9 , 17.44 ,,
 332 , "SDSS J114930.35+243927.0" , 177.37625 , 24.6575 , "219.53" , "75.86" , 0.402 , "H " , 18.3 , 16.32 ,,
 333 , "SDSS J114955.67+103508.1" , 177.48167 , 10.58558 , "258.8" , "68.01" , -1 , "H " , 19.1 , 8.35 ,,
 334 , "SDSS J115019.21+241753.8" , 177.58 , 24.29828 , "221.15" , "75.95" , -1 , "H " , 16.1 , 751.1 ,,
 335 , "SDSS J115034.75+415440.0" , 177.64458 , 41.91114 , "159.11" , "70.68" , -1 , "H " , 17 , 22.76 ,,
 336 , "SDSS J115124.65+585917.7" , 177.8525 , 58.98825 , "136.91" , "56.48" , -1 , "H " , 16 , 169.1 ,,
 337 , "SDSS J115210.70+283721.3" , 178.04458 , 28.62258 , "202.98" , "76.82" , 0.441 , "H " , 19.1 , 23.1 ,,
 338 , "SDSS J115222.19+153148.1" , 178.09208 , 15.53003 , "250.15" , "72.03" , -1 , "H " , 20.5 , 21.64 ,,
 339 , "SDSS J115244.85+340638.9" , 178.18667 , 34.11081 , "180.38" , "75.59" , -1 , "H " , 20.8 , 1.86 ,,
 340 , "SDSS J115251.90+330718.8" , 178.21625 , 33.12189 , "184.04" , "76" , 1.395 , "L " , 16 , 190.29 ,,
 341 , "SDSS J115326.70+361726.3" , 178.36125 , 36.29064 , "172.66" , "74.66" , 1.358 , "L " , 17.2 , 63.2 ,,
 342 , "SDSS J115342.91+382305.8" , 178.42875 , 38.38494 , "166.34" , "73.48" , 0.41 , "H " , 18.7 , 123.84 ,,
 343 , "SDSS J115353.35+502633.9" , 178.47208 , 50.44275 , "144.28" , "64.23" , 0.868 , "L " , 18.7 , 0.91 ,,
 344 , "SDSS J115404.55-001009.8" , 178.51875 , -0.16939 , "273.8" , "59.41" , 0.254 , "H " , 18.4 , 9.88 ,,
 345 , "SDSS J115518.26+092641.2" , 178.82583 , 9.44478 , "263.44" , "67.9" , 0.667 , "H " , 19.4 , 15.92 ,,
 346 , "SDSS J115548.40+613553.9" , 178.95167 , 61.59831 , "134.22" , "54.29" , -1 , "H " , 18.9 , 3.37 ,,
 347 , "SDSS J115637.02+184856.5" , 179.15417 , 18.81569 , "243.47" , "74.9" , 1.956 , "H " , 18.2 , 2.29 ,,
 348 , "SDSS J115709.53+282200.7" , 179.28958 , 28.36686 , "203.9" , "77.93" , 0.3 , "H " , 18.8 , 27.76 ,,
 349 , "SDSS J115851.19+330847.5" , 179.71292 , 33.14653 , "181.84" , "77.15" , 0.31 , "H " , 19.4 , 0.96 ,,
 350 , "SDSS J115854.37+093711.7" , 179.72625 , 9.61992 , "265.16" , "68.54" , -1 , "H " , 18.3 , 33.54 ,,
 351 , "SDSS J120059.69+400913.1" , 180.24833 , 40.15364 , "158.45" , "73.3" , 3.366 , "H " , 19.6 , 3.48 ,,
 352 , "SDSS J120106.18-000701.6" , 180.27542 , -0.11711 , "276.94" , "60.18" , 0.165 , "H " , 18.1 , 62.64 ,,
 353 , "SDSS J120208.65+444422.4" , 180.53583 , 44.73956 , "148.99" , "69.81" , 0.297 , "H " , 18 , 53.77 ,,
 354 , "SDSS J120257.06+385147.5" , 180.7375 , 38.86319 , "160.66" , "74.5" , 0.801 , "H " , 18.7 , 19.32 ,,
 355 , "SDSS J120303.50+603119.1" , 180.76458 , 60.52197 , "133.45" , "55.6" , 0.065 , "H " , 16.4 , 171.35 ,,
 356 , "SDSS J120331.67+543009.0" , 180.88167 , 54.5025 , "137.44" , "61.25" , 0.478 , "H " , 19.4 , 67.85 ,,
 357 , "SDSS J120355.34+581945.5" , 180.98042 , 58.32931 , "134.6" , "57.71" , -1 , "H " , 18.6 , 41.81 ,,
 358 , "SDSS J120412.11+114555.3" , 181.05042 , 11.76539 , "264.83" , "71.05" , 0.296 , "H " , 17.9 , 17.94 ,,
 359 , "SDSS J120543.30+582933.7" , 181.43042 , 58.49269 , "134.08" , "57.63" , 1.083 , "L " , 19.8 , 7.69 ,,
 360 , "SDSS J120658.03+052952.2" , 181.74167 , 5.49783 , "274.87" , "65.91" , 0.789 , "H " , 19.7 , 477.73 ,,
