_id , wfccat_name, other_name , RA , Dec , LII , BII , 2-10keV_flux , ObsCode , Distance_Ref , Mean_distance_Ref , Num_detections , Classification , Ra_ref , Dec_ref , Error_radius , 2-8keV_SNR , 8-19keV_SNR , 2-8keV_SNR-sigthres_ratio , Emptyimage_sigthres , Quality_flag , Source_Name , Notes
190   , "SAXWFC J1821.9+6419.6"   ,  "QSOB1821+643"   ,  275.4725   ,  64.32678   ,  "93.98"   ,  "27.42"   ,  4.45e-11   ,  "5023701400"   ,  1.08   ,  1.74   ,  3   ,  "Seyfert type 1"   ,  "18 21 42.0"   ,  "+64 19 00.69"   ,  1.7   ,  6.96   ,  1.7   ,  5.27   ,  1.3201   ,  9   ,  "QSOB1821+643"   ,  "---"
191   , "SAXWFC J1825.8-3707.0"   ,  "4U1822-371"   ,  276.44167   ,  -37.11619   ,  "356.83"   ,  "-11.3"   ,  5.13e-10   ,  "2030900500"   ,  0.67   ,  0.88   ,  61   ,  "LMXRB"   ,  "18 22 22.8"   ,  "-37 08 04.09"   ,  1.4   ,  20.15   ,  11.1   ,  12.67   ,  1.3511   ,  9   ,  "4U1822-371"   ,  "---"
192   , "SAXWFC J1825.2+0001.0"   ,  "4U1822-000"   ,  276.30917   ,  0.01628   ,  "29.94"   ,  "5.83"   ,  7.45e-10   ,  "2018700100"   ,  2.59   ,  1.54   ,  69   ,  "LMXRB"   ,  "18 22 48.24"   ,  "-00 01 01.12"   ,  1.3   ,  41.14   ,  9.8   ,  15.83   ,  1.52576   ,  9   ,  "4U1822-000"   ,  "---"
193   , "SAXWFC J1829.6-2347.7"   ,  "GS1826-238"   ,  277.39375   ,  -23.79428   ,  "9.28"   ,  "-6.11"   ,  8.27e-10   ,  "2110200100"   ,  1.45   ,  1.04   ,  58   ,  "LMXRB"   ,  "18 26 25.2"   ,  "-23 49 50.91"   ,  1.3   ,  21.03   ,  8.7   ,  11.86   ,  1.59673   ,  9   ,  "GS1826-238"   ,  "---"
194   , "SAXWFC J1835.6-3258.2"   ,  "XB1832-330"   ,  278.90875   ,  -32.97069   ,  "1.54"   ,  "-11.35"   ,  2.72e-10   ,  "1008100100"   ,  1.95   ,  1.08   ,  3   ,  "LMXRB globular cluster"   ,  "18 32 29.03"   ,  "-33 01 53.86"   ,  1.6   ,  7.5   ,  4.6   ,  2.31   ,  2.35794   ,  9   ,  "XB1832-330"   ,  "---"
195   , "SAXWFC J1833.9+5143.5"   ,  "BYDra"   ,  278.47167   ,  51.7245   ,  "80.56"   ,  "23.58"   ,  1.14e-10   ,  "5023702000"   ,  0.51   ,  0   ,  1   ,  "Star K6 V"   ,  "18 32 45.83"   ,  "+51 40 43.68"   ,  1.5   ,  13.1   ,  2.2   ,  9.09   ,  1.33157   ,  9   ,  "BYDra"   ,  "---"
196   , "SAXWFC J1835.0+3241.6"   ,  "3C382"   ,  278.7575   ,  32.69378   ,  "61.3"   ,  "17.45"   ,  5.49e-11   ,  "5102200100"   ,  0.32   ,  0.6   ,  4   ,  "Seyfert type 1"   ,  "18 33 11.75"   ,  "+32 39 16.7"   ,  1.5   ,  11.38   ,  2   ,  3.29   ,  2.52738   ,  9   ,  "3C382"   ,  "---"
197   , "SAXWFC J1839.9+0501.9"   ,  "SerX-1"   ,  279.97792   ,  5.03089   ,  "36.1"   ,  "4.85"   ,  5.31e-9   ,  "2088400400"   ,  0.72   ,  0.81   ,  94   ,  "LMXRB"   ,  "18 37 29.51"   ,  "+04 59 20.47"   ,  1.3   ,  372.45   ,  88.4   ,  81.83   ,  2.2588   ,  9   ,  "SerX-1"   ,  "---"
198   , "SAXWFC J1845.6+0051.3"   ,  "GS1843+009"   ,  281.39333   ,  0.8555   ,  "33.02"   ,  "1.69"   ,  5.62e-10   ,  "5033400200"   ,  0.76   ,  0.7   ,  11   ,  "HMXRB Be star"   ,  "18 43 04.08"   ,  "+00 48 35.6"   ,  1.3   ,  28.71   ,  32.3   ,  8.64   ,  1.86784   ,  9   ,  "GS1843+009"   ,  "---"
199   , "SAXWFC J1848.2-0225.9"   ,  "GS1843-02"   ,  282.06   ,  -2.43189   ,  "30.4"   ,  "-0.4"   ,  2.47e-10   ,  "2057600300"   ,  0.96   ,  0.86   ,  4   ,  "HMXRB Be star"   ,  "18 45 40.55"   ,  "-02 28 36.01"   ,  1.4   ,  10.33   ,  17.6   ,  3.22   ,  1.72437   ,  9   ,  "GS1843-02"   ,  "---"
200   , "SAXWFC J1848.3-0310.6"   ,  "IGRJ18483-0311"   ,  282.075   ,  -3.17728   ,  "29.74"   ,  "-0.76"   ,  2.26e-10   ,  "5111000100"   ,  0.98   ,  0   ,  0   ,  "Unknown class"   ,  "18 45 40.55"   ,  "-03 13 03.64"   ,  1.5   ,  9.25   ,  7.4   ,  2.2   ,  2.39168   ,  9   ,  "IGRJ18483-0311"   ,  "---"
201   , "SAXWFC J1842.2+7945.6"   ,  "3C390.3"   ,  280.555   ,  79.76058   ,  "111.42"   ,  "27.07"   ,  5.56e-11   ,  "5046300100"   ,  0.61   ,  1.28   ,  17   ,  "Seyfert type 1"   ,  "18 45 38.16"   ,  "+79 43 02.17"   ,  1.6   ,  9.68   ,  2.6   ,  6.74   ,  1.4357   ,  9   ,  "3C390.3"   ,  "---"
202   , "SAXWFC J1853.1-0844.0"   ,  "4U1850-087"   ,  283.26458   ,  -8.7335   ,  "25.32"   ,  "-4.33"   ,  1.61e-10   ,  "2032700100"   ,  1.7   ,  0   ,  1   ,  "LMXRB globular cluster"   ,  "18 50 21.12"   ,  "-08 46 04.25"   ,  2.3   ,  7.28   ,  1.6   ,  3.1   ,  1.48155   ,  9   ,  "4U1850-087"   ,  "---"
203   , "SAXWFC J1855.5-0237.1"   ,  "XTEJ1855-026"   ,  283.87833   ,  -2.61908   ,  "31.06"   ,  "-2.11"   ,  7.4e-11   ,  "2088400100"   ,  2.29   ,  2.42   ,  8   ,  "HMXRB supergiant"   ,  "18 52 53.27"   ,  "-02 38 46.78"   ,  2.1   ,  2.8   ,  5.8   ,  0.56   ,  2.38539   ,  6   ,  "XTEJ1855-026"   ,  "---"
204   , "SAXWFC J1856.7+0518.4"   ,  "XTEJ1856+053"   ,  284.1875   ,  5.3065   ,  "38.25"   ,  "1.23"   ,  1.83e-9   ,  "7020001600"   ,  2.06   ,  1.67   ,  11   ,  "LMXRB"   ,  "18 54 11.28"   ,  "+05 15 47.98"   ,  2.6   ,  38.89   ,  2.2   ,  16.25   ,  1.4264   ,  9   ,  "XTEJ1856+053"   ,  "---"
205   , "SAXWFC J1858.7+2240.0"   ,  "XTEJ1859+226"   ,  284.67875   ,  22.66589   ,  "54.05"   ,  "8.6"   ,  1.42e-8   ,  "5097100100"   ,  0.56   ,  1.09   ,  5   ,  "LMXRB"   ,  "18 56 34.79"   ,  "+22 35 20.0"   ,  1.3   ,  133.69   ,  61.9   ,  19.12   ,  3.26935   ,  9   ,  "XTEJ1859+226"   ,  "---"
206   , "SAXWFC J1908.9+0922.3"   ,  "XTEJ1908+094"   ,  287.21625   ,  9.37108   ,  "43.24"   ,  "0.43"   ,  8.64e-10   ,  "7147000600"   ,  999   ,  0   ,  3   ,  "LMXRB"   ,  "00 00 00.0"   ,  "+00 00 00.0"   ,  1.3   ,  27.26   ,  0.7   ,  15.31   ,  1.24809   ,  9   ,  "XTEJ1908+094"   ,  "---"
207   , "SAXWFC J1909.6+0949.8"   ,  "4U1907+097"   ,  287.40083   ,  9.83039   ,  "43.74"   ,  "0.48"   ,  4.61e-10   ,  "6018000100"   ,  0.38   ,  1.1   ,  19   ,  "HMXRB supergiant"   ,  "19 07 15.11"   ,  "+09 44 54.13"   ,  1.3   ,  16.65   ,  10.8   ,  7.33   ,  1.56621   ,  9   ,  "4U1907+097"   ,  "---"
208   , "SAXWFC J1910.8+0735.6"   ,  "4U1908+075"   ,  287.71125   ,  7.59269   ,  "41.89"   ,  "-0.83"   ,  1.56e-10   ,  "4036100100"   ,  1.26   ,  1.34   ,  8   ,  "HMXRB"   ,  "19 08 20.88"   ,  "+07 30 00.46"   ,  1.7   ,  9.37   ,  7.7   ,  2.13   ,  2.16527   ,  9   ,  "4U1908+075"   ,  "---"
209   , "SAXWFC J1911.3+0035.5"   ,  "AqlX-1"   ,  287.81875   ,  0.59108   ,  "35.72"   ,  "-4.15"   ,  1.6e-8   ,  "1109000100"   ,  0.4   ,  0.97   ,  10   ,  "LMXRB"   ,  "19 08 42.71"   ,  "+00 30 04.64"   ,  1.3   ,  177   ,  69.4   ,  22.31   ,  3.47502   ,  9   ,  "AqlX-1"   ,  "---"
210   , "SAXWFC J1911.8+0459.8"   ,  "SS433"   ,  287.95625   ,  4.99678   ,  "39.7"   ,  "-2.24"   ,  2e-10   ,  "7020004300"   ,  0.84   ,  1.23   ,  5   ,  "HMXRB supergiant"   ,  "19 09 21.36"   ,  "+04 53 54.16"   ,  1.5   ,  9.1   ,  2.8   ,  2.37   ,  2.15746   ,  9   ,  "SS433"   ,  "---"
211   , "SAXWFC J1914.1+0951.7"   ,  "IGRJ19140+0951"   ,  288.53208   ,  9.86189   ,  "44.28"   ,  "-0.5"   ,  0   ,  "0000007400"   ,  999   ,  0   ,  1   ,  "HMXRB supergiant"   ,  "01 06 57.83"   ,  "+07 08 11.14"   ,  2   ,  0   ,  0   ,  NaN   ,  0   ,  6   ,  "IGRJ19140+0951"   ,  "---"
212   , "SAXWFC J1915.2+1057.4"   ,  "GRS1915+105"   ,  288.79583   ,  10.956   ,  "45.37"   ,  "-0.22"   ,  2.57e-8   ,  "5006800400"   ,  0.63   ,  0.76   ,  93   ,  "LMXRB"   ,  "19 12 49.92"   ,  "+10 51 25.92"   ,  1.3   ,  452.67   ,  134.1   ,  89.05   ,  1.86167   ,  9   ,  "GRS1915+105"   ,  "---"
213   , "SAXWFC J1918.8-0514.9"   ,  "XB1916-053"   ,  289.68917   ,  -5.24758   ,  "31.34"   ,  "-8.46"   ,  3.68e-10   ,  "7020004300"   ,  0.93   ,  0.91   ,  21   ,  "LMXRB"   ,  "19 16 08.4"   ,  "-05 19 41.37"   ,  1.3   ,  25.38   ,  10.2   ,  6.61   ,  2.15746   ,  9   ,  "XB1916-053"   ,  "---"
214   , "SAXWFC J1921.1-5841.2"   ,  "ESO141-G55"   ,  290.28708   ,  -58.686   ,  "338.16"   ,  "-26.71"   ,  5.81e-11   ,  "2086800100"   ,  1.15   ,  0   ,  1   ,  "Seyfert type 1"   ,  "19 16 57.11"   ,  "-58 45 54.07"   ,  1.6   ,  7.92   ,  2.6   ,  4.76   ,  1.65995   ,  9   ,  "ESO141-G55"   ,  "---"
215   , "SAXWFC J1921.2+4400.1"   ,  "ABELL2319"   ,  290.31   ,  44.00189   ,  "75.74"   ,  "13.51"   ,  1.15e-10   ,  "2011600100"   ,  3.46   ,  2.78   ,  9   ,  "Cluster of galaxies"   ,  "19 19 39.12"   ,  "+43 50 55.42"   ,  1.6   ,  8.2   ,  0.7   ,  4.83   ,  1.45184   ,  9   ,  "ABELL2319"   ,  "---"
216   , "SAXWFC J1924.4+5014.5"   ,  "CHCyg"   ,  291.11208   ,  50.24128   ,  "81.85"   ,  "15.59"   ,  -1.07e-7   ,  "1086600100"   ,  0.95   ,  0   ,  0   ,  "RS CVn starSymbiotic star"   ,  "19 23 13.91"   ,  "+50 08 30.01"   ,  1.8   ,  0   ,  0   ,  0   ,  1.73124   ,  6   ,  "CHCyg"   ,  "---"
217   , "SAXWFC J1928.5-3507.9"   ,  "HD182928"   ,  292.1275   ,  -35.13089   ,  "3.68"   ,  "-22.32"   ,  1.76e-10   ,  "5138600110"   ,  0.32   ,  0   ,  1   ,  "Star unclassified"   ,  "19 25 14.39"   ,  "-35 14 12.44"   ,  1.4   ,  12.27   ,  5.6   ,  7.8   ,  1.51238   ,  9   ,  "HD182928"   ,  "---"
218   , "SAXWFC J1945.7+2721.4"   ,  "XTEJ1946+274"   ,  296.41667   ,  27.35608   ,  "63.2"   ,  "1.38"   ,  9.83e-10   ,  "1075200110"   ,  0.63   ,  1.15   ,  21   ,  "HMXRB Be star"   ,  "19 43 35.76"   ,  "+27 14 32.49"   ,  1.3   ,  69.14   ,  55.3   ,  22.34   ,  1.784   ,  9   ,  "XTEJ1946+274"   ,  "---"
219   , "SAXWFC J1949.6+3011.8"   ,  "KS1947+300"   ,  297.3925   ,  30.19639   ,  "66.08"   ,  "2.08"   ,  1.66e-9   ,  "2124000120"   ,  1.04   ,  1.51   ,  9   ,  "HMXRB Be star"   ,  "19 47 31.19"   ,  "+30 04 46.99"   ,  1.3   ,  74.27   ,  51.8   ,  22.13   ,  1.85752   ,  9   ,  "KS1947+300"   ,  "---"
220   , "SAXWFC J1955.7+3205.3"   ,  "4U1954+319"   ,  298.92   ,  32.08789   ,  "68.38"   ,  "1.92"   ,  6.43e-10   ,  "6046500200"   ,  0.86   ,  1.2   ,  35   ,  "HMXRB"   ,  "19 53 45.83"   ,  "+31 57 58.93"   ,  1.3   ,  58.79   ,  37.6   ,  15.85   ,  2.29628   ,  9   ,  "4U1954+319"   ,  "---"
221   , "SAXWFC J1958.4+3513.1"   ,  "CygX-1"   ,  299.59958   ,  35.21769   ,  "71.35"   ,  "3.06"   ,  1.16e-8   ,  "6120300100"   ,  1.06   ,  0.97   ,  163   ,  "HMXRB supergiant"   ,  "19 56 29.03"   ,  "+35 03 54.57"   ,  1.3   ,  522.7   ,  105.3   ,  66.62   ,  3.00208   ,  9   ,  "CygX-1"   ,  "---"
222   , "SAXWFC J1959.4+1141.8"   ,  "4U1957+115"   ,  299.8425   ,  11.69619   ,  "51.29"   ,  "-9.33"   ,  4.65e-10   ,  "5126900100"   ,  0.83   ,  1.04   ,  70   ,  "LMXRB"   ,  "19 57 02.16"   ,  "+11 34 15.63"   ,  1.3   ,  48.75   ,  2.9   ,  28.7   ,  1.66834   ,  9   ,  "4U1957+115"   ,  "---"
223   , "SAXWFC J1959.4+4044.0"   ,  "CygnusA"   ,  299.85458   ,  40.73378   ,  "76.18"   ,  "5.76"   ,  1.05e-10   ,  "5030800100"   ,  0.61   ,  1.43   ,  2   ,  "QSO Radio Loud steep radio sp."   ,  "19 57 44.4"   ,  "+40 35 46.14"   ,  1.6   ,  7.17   ,  2.8   ,  1.66   ,  1.9589   ,  9   ,  "CygnusA"   ,  "---"
224   , "SAXWFC J2000.0+6508.8"   ,  "1ES1959+650"   ,  300.00417   ,  65.14589   ,  "98"   ,  "17.66"   ,  2.36e-10   ,  "6117800110"   ,  0.19   ,  1   ,  42   ,  "BL Lac"   ,  "19 59 30.96"   ,  "+65 00 34.27"   ,  1.3   ,  28.7   ,  5.7   ,  21.54   ,  1.24663   ,  9   ,  "1ES1959+650"   ,  "---"
225   , "SAXWFC J2008.6-6107.4"   ,  "NGC6860"   ,  302.15083   ,  -61.12319   ,  "335.75"   ,  "-32.78"   ,  4.87e-11   ,  "2119600100"   ,  1.75   ,  0   ,  1   ,  "Seyfert type 1"   ,  "20 04 28.31"   ,  "-61 14 47.97"   ,  1.9   ,  6.99   ,  1.7   ,  3.89   ,  1.79684   ,  9   ,  "NGC6860"   ,  "---"
226   , "SAXWFC J2008.6-6024.6"   ,  "1RXSJ200905.6-60"   ,  302.14875   ,  -60.40939   ,  "336.6"   ,  "-32.81"   ,  1.8e-10   ,  "5117900100"   ,  3.83   ,  0   ,  1   ,  "Unknown class"   ,  "20 04 51.36"   ,  "-60 34 24.7"   ,  2.1   ,  6.31   ,  -2.4   ,  3.74   ,  1.68862   ,  5   ,  "1RXSJ200905.6-60"   ,  "---"
227   , "SAXWFC J2009.4-4850.0"   ,  "PKS2005-489"   ,  302.35042   ,  -48.83339   ,  "350.37"   ,  "-32.6"   ,  3.29e-10   ,  "3096500200"   ,  0.23   ,  0.71   ,  22   ,  "BL Lac"   ,  "20 05 46.56"   ,  "-48 58 43.32"   ,  1.3   ,  36.28   ,  8.9   ,  21.38   ,  1.68508   ,  9   ,  "PKS2005-489"   ,  "---"
228   , "SAXWFC J2012.7-5650.1"   ,  "ABELL3667"   ,  303.16625   ,  -56.83478   ,  "340.85"   ,  "-33.42"   ,  4.62e-11   ,  "2086800100"   ,  0.6   ,  0   ,  1   ,  "Cluster of galaxies"   ,  "20 08 38.15"   ,  "-56 59 38.86"   ,  1.6   ,  7.31   ,  -0.9   ,  4.39   ,  1.65995   ,  9   ,  "ABELL3667"   ,  "---"
229   , "SAXWFC J2012.7+3811.0"   ,  "XTEJ2012+381"   ,  303.16375   ,  38.18269   ,  "75.39"   ,  "2.24"   ,  2.89e-9   ,  "9000044200"   ,  0.3   ,  1.25   ,  7   ,  "LMXRB"   ,  "20 10 47.99"   ,  "+38 01 56.27"   ,  1.3   ,  74.31   ,  -0.7   ,  55.62   ,  1.09012   ,  9   ,  "XTEJ2012+381"   ,  "---"
230   , "SAXWFC J2032.2+3738.2"   ,  "EXO2030+375"   ,  308.05667   ,  37.63739   ,  "77.14"   ,  "-1.24"   ,  3.18e-10   ,  "2002300200"   ,  0.32   ,  0.71   ,  6   ,  "HMXRB Be star"   ,  "20 30 22.07"   ,  "+37 28 00.33"   ,  1.3   ,  25.17   ,  15.7   ,  6.93   ,  1.66849   ,  9   ,  "EXO2030+375"   ,  "---"
231   , "SAXWFC J2032.5+4057.5"   ,  "CygX-3"   ,  308.1125   ,  40.958   ,  "79.84"   ,  "0.69"   ,  6.24e-9   ,  "5002900120"   ,  0.25   ,  0.89   ,  170   ,  "HMXRB"   ,  "20 30 37.67"   ,  "+40 47 12.58"   ,  1.3   ,  311.16   ,  67.2   ,  88.91   ,  1.56245   ,  9   ,  "CygX-3"   ,  "---"
232   , "SAXWFC J2044.2-1043.6"   ,  "MKN509"   ,  311.04542   ,  -10.72639   ,  "35.97"   ,  "-29.87"   ,  6.13e-11   ,  "5079700100"   ,  0.27   ,  1.29   ,  4   ,  "Seyfert type 1"   ,  "20 41 26.4"   ,  "-10 54 23.57"   ,  1.7   ,  8.34   ,  1.5   ,  4.08   ,  2.04693   ,  9   ,  "MKN509"   ,  "---"
233   , "SAXWFC J2055.4-0021.0"   ,  "1RXSJ205528.2-00"   ,  313.85458   ,  -0.34978   ,  "47.91"   ,  "-27.46"   ,  4.96e-11   ,  "9000039100"   ,  999   ,  0   ,  1   ,  "Unknown class"   ,  "00 00 00.0"   ,  "+00 00 00.0"   ,  1.8   ,  6.5   ,  0   ,  5.09   ,  1.26936   ,  6   ,  "1RXSJ205528.2-00"   ,  "---"
234   , "SAXWFC J2058.8+4147.6"   ,  "GROJ2058+42"   ,  314.68917   ,  41.79358   ,  "83.57"   ,  "-2.64"   ,  2.28e-10   ,  "5122500100"   ,  5.36   ,  4.67   ,  3   ,  "HMXRB Be star"   ,  "20 57 08.64"   ,  "+41 31 17.29"   ,  1.6   ,  8.82   ,  7.3   ,  2.55   ,  1.5125   ,  9   ,  "GROJ2058+42"   ,  "---"
235   , "SAXWFC J2103.6+4545.9"   ,  "SAXJ2103.5+4545"   ,  315.90875   ,  45.7655   ,  "87.14"   ,  "-0.68"   ,  4.6e-10   ,  "5088000100"   ,  1.29   ,  1.11   ,  20   ,  "HMXRB Be star"   ,  "21 01 47.04"   ,  "+45 33 03.09"   ,  1.3   ,  23.31   ,  9.4   ,  9.91   ,  2.20318   ,  9   ,  "SAXJ2103.5+4545"   ,  "---"
236   , "SAXWFC J2124.7+5058.3"   ,  "IGRJ21247+5058"   ,  321.17   ,  50.97158   ,  "93.32"   ,  "0.39"   ,  6.96e-11   ,  "50880001"   ,  0.33   ,  0   ,  1   ,  "Radio Galaxy flat radio sp."   ,  "21 22 59.99"   ,  "+50 45 02.69"   ,  2   ,  7.8   ,  0   ,  4.68   ,  1.57346   ,  6   ,  "IGRJ21247+5058"   ,  "---"
237   , "SAXWFC J2130.0+1209.7"   ,  "4U2127+119"   ,  322.49792   ,  12.16239   ,  "65.01"   ,  "-27.32"   ,  5.19e-10   ,  "7020003500"   ,  0.47   ,  0.74   ,  30   ,  "LMXRB globular cluster"   ,  "21 27 33.11"   ,  "+11 56 48.76"   ,  1.3   ,  45.54   ,  4.1   ,  28.78   ,  1.56772   ,  9   ,  "4U2127+119"   ,  "---"
238   , "SAXWFC J2132.0-3342.2"   ,  "CTS109"   ,  322.99958   ,  -33.70289   ,  "11.52"   ,  "-46.92"   ,  4.49e-11   ,  "4095600200"   ,  0.88   ,  0   ,  1   ,  "Seyfert type 1"   ,  "21 29 01.2"   ,  "-33 56 11.54"   ,  2.1   ,  7.4   ,  2.3   ,  5.23   ,  1.41553   ,  5   ,  "CTS109"   ,  "---"
239   , "SAXWFC J2146.4-8542.7"   ,  "1RXSJ214641.1-854"   ,  326.59   ,  -85.7115   ,  "306.51"   ,  "-30.05"   ,  1.71e-10   ,  "2020600400"   ,  999   ,  0   ,  0   ,  "Unknown class"   ,  "00 00 00.0"   ,  "+00 00 00.0"   ,  1.5   ,  9.62   ,  2.1   ,  5.05   ,  1.89529   ,  9   ,  "1RXSJ214641.1-854"   ,  "---"
240   , "SAXWFC J2142.6+4335.8"   ,  "SSCyg"   ,  325.65542   ,  43.59728   ,  "90.55"   ,  "-7.09"   ,  2.46e-10   ,  "5080100210"   ,  1.21   ,  1.08   ,  19   ,  "CV Dwarf nova U Gem type"   ,  "21 40 44.87"   ,  "+43 21 21.67"   ,  1.7   ,  22.07   ,  7.7   ,  4.4   ,  2.0772   ,  9   ,  "SSCyg"   ,  "---"
241   , "SAXWFC J2144.7+3818.8"   ,  "CygX-2"   ,  326.175   ,  38.31278   ,  "87.32"   ,  "-11.33"   ,  1.4e-8   ,  "5067000110"   ,  0.56   ,  0.93   ,  145   ,  "LMXRB"   ,  "21 42 36.95"   ,  "+38 05 27.95"   ,  1.3   ,  575.95   ,  106.4   ,  166.22   ,  1.9037   ,  9   ,  "CygX-2"   ,  "---"
242   , "SAXWFC J2148.8+8232.2"   ,  "WFCJ2148.8+8232"   ,  327.19833   ,  82.53628   ,  "117.18"   ,  "21.79"   ,  6.64e-11   ,  "6109100200"   ,  999   ,  0   ,  0   ,  "Unknown class"   ,  "00 00 00.0"   ,  "+00 00 00.0"   ,  1.5   ,  11.67   ,  6.7   ,  6.03   ,  1.9345   ,  9   ,  "WFCJ2148.8+8232"   ,  "---"
243   , "SAXWFC J2158.8-3013.2"   ,  "PKS2155-304"   ,  329.7   ,  -30.21939   ,  "17.74"   ,  "-52.24"   ,  7.56e-11   ,  "2010900200"   ,  0.89   ,  0.82   ,  8   ,  "BL Lac"   ,  "21 55 58.31"   ,  "-30 27 51.98"   ,  1.8   ,  9.41   ,  2.7   ,  4.92   ,  1.91346   ,  9   ,  "PKS2155-304"   ,  "---"
244   , "SAXWFC J2209.2-4713.3"   ,  "NGC7213"   ,  332.30958   ,  -47.22108   ,  "349.5"   ,  "-52.56"   ,  4.5e-11   ,  "2017900500"   ,  3.27   ,  0   ,  1   ,  "Seyfert type 1"   ,  "22 06 08.63"   ,  "-47 24 45.32"   ,  1.6   ,  6.12   ,  0   ,  4.37   ,  1.40093   ,  9   ,  "NGC7213"   ,  "---"
245   , "SAXWFC J2207.9+5431.9"   ,  "4U2206+543"   ,  331.98708   ,  54.53119   ,  "100.61"   ,  "-1.1"   ,  2.66e-10   ,  "6025400100"   ,  0.77   ,  1.03   ,  60   ,  "HMXRB Be star"   ,  "22 06 07.43"   ,  "+54 16 23.05"   ,  1.3   ,  28.59   ,  9.6   ,  13.36   ,  2.0263   ,  9   ,  "4U2206+543"   ,  "---"
246   , "SAXWFC J2208.7+4545.4"   ,  "ARLac"   ,  332.1875   ,  45.75728   ,  "95.57"   ,  "-8.3"   ,  2.99e-10   ,  "5146700201"   ,  1.16   ,  0   ,  1   ,  "RS CVn star"   ,  "22 06 39.35"   ,  "+45 29 47.65"   ,  2.3   ,  6.06   ,  2.5   ,  2.5   ,  2.02387   ,  5   ,  "ARLac"   ,  "---"
247   , "SAXWFC J2214.1+1242.6"   ,  "RUPeg"   ,  333.52708   ,  12.70958   ,  "74.05"   ,  "-34.84"   ,  5.38e-11   ,  "5145300100"   ,  1.03   ,  0   ,  1   ,  "CV Dwarf nova U Gem type"   ,  "22 11 35.52"   ,  "+12 27 15.94"   ,  1.7   ,  6.41   ,  2.3   ,  3.38   ,  1.89704   ,  9   ,  "RUPeg"   ,  "---"
248   , "SAXWFC J2239.2+6116.4"   ,  "SAXJ2239.3+6116"   ,  339.80958   ,  61.27408   ,  "107.72"   ,  "2.37"   ,  3.36e-10   ,  "5023700700"   ,  0.79   ,  0   ,  1   ,  "HMXRB Be star"   ,  "22 37 29.51"   ,  "+61 00 47.37"   ,  1.3   ,  21.56   ,  18   ,  14.37   ,  1.25842   ,  9   ,  "SAXJ2239.3+6116"   ,  "---"
249   , "SAXWFC J2253.1+1649.3"   ,  "IMPeg"   ,  343.2725   ,  16.821   ,  "86.36"   ,  "-37.51"   ,  2.42e-10   ,  "7015200200"   ,  1.45   ,  0   ,  1   ,  "RS CVn star"   ,  "22 50 34.31"   ,  "+16 34 31.29"   ,  1.4   ,  13.31   ,  2.5   ,  5.5   ,  2.13957   ,  9   ,  "IMPeg"   ,  "---"
250   , "SAXWFC J2323.5+5848.1"   ,  "CassiopeiaA"   ,  350.865   ,  58.80108   ,  "111.73"   ,  "-2.15"   ,  1.1e-9   ,  "2006100100"   ,  1.17   ,  1.19   ,  167   ,  "SNR Shell "   ,  "23 21 12.48"   ,  "+58 32 45.24"   ,  1.3   ,  145.22   ,  10   ,  51.26   ,  2.45736   ,  9   ,  "CassiopeiaA"   ,  "---"
251   , "SAXWFC J2331.9+1956.1"   ,  "EQPeg"   ,  352.97167   ,  19.93489   ,  "98.57"   ,  "-39.15"   ,  1.1e-10   ,  "5106400200"   ,  1.49   ,  0   ,  1   ,  "Star M3 V"   ,  "23 29 21.83"   ,  "+19 41 00.85"   ,  1.8   ,  7.02   ,  -2.1   ,  5.02   ,  1.40028   ,  9   ,  "EQPeg"   ,  "---"
252   , "SAXWFC J2355.2+2839.4"   ,  "IIPeg"   ,  358.79792   ,  28.65658   ,  "108.27"   ,  "-32.61"   ,  0   ,  "5049100100"   ,  2.55   ,  0   ,  1   ,  "RS CVn star"   ,  "23 52 29.03"   ,  "+28 21 17.42"   ,  1.8   ,  0   ,  0   ,  0   ,  1.15635   ,  6   ,  "IIPeg"   ,  "---"
253   , "SAXWFC J2359.2-3038.0"   ,  "1H2354-315"   ,  359.78958   ,  -30.63328   ,  "12.81"   ,  "-78.05"   ,  5.31e-11   ,  "3015900100"   ,  0.47   ,  1.9   ,  2   ,  "BL Lac"   ,  "23 56 33.83"   ,  "-30 54 22.71"   ,  2.2   ,  7.88   ,  1.1   ,  5.36   ,  1.46888   ,  9   ,  "1H2354-315"   ,  "---"

