_id , wmap5_name , RA , Dec , LII , BII , Redshift , Source classification , Rflux(5GHz) , Rflux(1p4 GHz) , Rflux(23GHz) , Rflux(33GHz) , Rflux(41GHz) , Rflux(61GHz) , Rflux(94GHz) , Ecliptic_coords, other_name
1 , "WMAP5 J0003-4752" , 1.14833 , -47.605 , "323.94" , "-67.57" , 0.88 , "Blazar Q-type" , 0 , 0 , 0 , 700 , 700 , 400 , "359" , 336.2034 , " "
2 , "WMAP5 J0006-0623" , 1.5575 , -6.39306 , "93.5" , "-66.65" , 0.347 , "Blazar Q-type" , 2463 , 2051 , 2300 , 2300 , 2300 , 2000 , "1795" , 358.1514 , "PKS0003-066 "
3 , "WMAP5 J0010+1101" , 2.62875 , 10.97917 , "106.98" , "-50.62" , 0.0891 , "Blazar Q-type" , 435 , 0 , 1100 , 1200 , 1200 , 1000 , 1600 , 6.1517 , "III ZW 2 "
4 , "WMAP5 J0012-3952" , 3.24958 , -39.90694 , "332.46" , "-74.95" , 0 , "Blazar B-type" , 921 , 494 , 1300 , 1300 , 1000 , 1300 , 800 , 343.587 , "PKS0010-401 "
5 , "WMAP5 J0019+2020" , 4.9075 , 20.3625 , "112.89" , "-41.89" , 0 , "Blazar B-type" , 710 , 983 , 1000 , 1100 , 900 , 1300 , "1166" , 12.0907 , "PKS0017+200 "
6 , "WMAP5 J0019+2603" , 4.91333 , 26.04583 , "114.06" , "-36.28" , 0.284 , "Blazar Q-type" , 435 , 684 , 1000 , 700 , 800 , 500 , 1400 , 14.552 , "4C25.01 "
7 , "WMAP5 J0025-2602" , 6.45458 , -26.03694 , "42.29" , "-84.17" , 0.322 , "Misd. NT-AGN RGal-type" , 3745 , 8753 , 900 , 700 , 500 , 0 , "406" , 353.949 , "PKS0023-26 "
8 , "WMAP5 J0026-3510" , 6.56833 , -35.21361 , "335" , "-80.3" , 0 , "Unidentified " , 121 , 0 , 1100 , 1100 , 1400 , 1000 , "897" , 349.2485 , "PMNJ0026-3512 "
9 , "WMAP5 J0029+0554" , 7.44083 , 5.91139 , "113.12" , "-56.55" , 1.317 , "Blazar Q-type" , 348 , 294 , 1100 , 1300 , 1000 , 700 , "628" , 8.4271 , "PKS0027+056 "
10 , "WMAP5 J0038-2459" , 9.56042 , -24.985 , "68.09" , "-86.35" , 1.196 , "Blazar Q-type" , 440 , 412 , 700 , 800 , 600 , 1100 , "987" , 357.3792 , " "
11 , "WMAP5 J0043+5208" , 10.78625 , 52.05944 , "121.63" , "-10.79" , 0.174 , "Misd. NT-AGN RGal-type" , 4124 , 11535 , 1000 , 600 , 500 , 500 , "448" , 34.1475 , "3C020 "
12 , "WMAP5 J0047-2514" , 11.88792 , -25.28806 , "97.39" , "-87.97" , 0.001 , "Starburst galaxy" , 2433 , 2994 , 1100 , 900 , 1100 , 1000 , 900 , 359.3303 , "NGC253 "
13 , "WMAP5 J0049-5739" , 12.4975 , -57.64083 , "303.31" , "-59.49" , 1.797 , "Blazar Q-type" , 1338 , 0 , 1400 , 1400 , 1200 , 1200 , 800 , 335.5049 , "PKS0047-579 "
14 , "WMAP5 J0051-0927" , 12.67208 , -9.48472 , "122.32" , "-72.36" , 0.537 , "Blazar B-type" , 931 , 814 , 1000 , 1000 , 800 , 1100 , "987" , 7.259 , "PKS0048-09 "
15 , "WMAP5 J0050-0649" , 12.78417 , -6.83389 , "122.71" , "-69.71" , 1.975 , "Blazar Q-type" , 841 , 904 , 1100 , 1100 , 700 , 1300 , 1200 , 8.2832 , "PKS0048-71 "
16 , "WMAP5 J0050-4224" , 12.78958 , -42.4425 , "303.12" , "-74.69" , 1.749 , "Blazar Q-type" , 926 , 0 , 1300 , 1300 , 1200 , 700 , 800 , 349.8914 , "PKS0048-427 "
17 , "WMAP5 J0100-5654" , 15.03625 , -56.915 , "300.54" , "-60.18" , 0 , "Unidentified " , 0 , 0 , 500 , 700 , 800 , 500 , "448" , 338.1997 , " "
18 , "WMAP5 J0106-4035" , 16.68792 , -40.57222 , "290.66" , "-76.2" , 0.584 , "Blazar Q-type" , 2584 , 0 , 2200 , 2400 , 2200 , 2000 , 1500 , 354.6753 , "PKS0104-408 "
19 , "WMAP5 J0108+0135" , 17.15708 , 1.58333 , "131.81" , "-60.99" , 2.099 , "Blazar Q-type" , 2078 , 2621 , 1900 , 1900 , 1700 , 1500 , "1346" , 15.7513 , "PKS0106+01 "
20 , "WMAP5 J0108+1319" , 17.22 , 13.32028 , "129.45" , "-49.33" , 0.059 , "Misd. NT-AGN RGal-type" , 3691 , 1866 , 1400 , 1100 , 800 , 0 , "650" , 20.1758 , "3C033 "
21 , "WMAP5 J0115-0129" , 18.82125 , -1.45139 , "136.48" , "-63.7" , 1.365 , "Blazar Q-type" , 1540 , 1076 , 900 , 1200 , 1000 , 1100 , "987" , 16.1083 , "PKS0112-017 "
22 , "WMAP5 J0116-1137" , 19.05208 , -11.60417 , "144.66" , "-73.43" , 0.67 , "Blazar Unknown-type" , 1488 , 1785 , 1300 , 1000 , 1000 , 1500 , "1346" , 12.2943 , "PKS0113-118 "
23 , "WMAP5 J0121+1150" , 20.42292 , 11.83056 , "134.58" , "-50.36" , 0.57 , "Blazar Q-type" , 1126 , 1184 , 1200 , 1100 , 1200 , 600 , "538" , 22.6196 , "PKS0119+11 "
24 , "WMAP5 J0125-0010" , 21.37 , -0.09889 , "141.15" , "-61.76" , 1.076 , "Blazar Q-type" , 1234 , 1540 , 1100 , 1200 , 1100 , 800 , "718" , 18.9506 , "PKS0122-00 "
25 , "WMAP5 J0132-1653" , 23.18083 , -16.91333 , "168.11" , "-76.02" , 1.02 , "Blazar Q-type" , 746 , 830 , 1800 , 1800 , 1800 , 1600 , 1300 , 13.9258 , "PKS0130-17 "
26 , "WMAP5 J0133-5200" , 23.27792 , -51.99889 , "288.25" , "-63.93" , 0.02 , "Unidentified " , 672 , 0 , 800 , 1100 , 700 , 0 , "568" , 350.2281 , "PKS0131-522 "
27 , "WMAP5 J0133-3627" , 23.55 , -36.48722 , "261.49" , "-76.98" , 0.0298 , "Misd. NT-AGN RGal-type" , 1702 , 1818 , 600 , 600 , 0 , 0 , "461" , 3.6543 , "NGC612 "
28 , "WMAP5 J0137+4753" , 24.24375 , 47.85806 , "130.78" , "-14.32" , 0.859 , "Blazar Q-type" , 2016 , 1138 , 3800 , 3800 , 3600 , 3200 , 1800 , 41.1647 , "S40133+47 "
29 , "WMAP5 J0137-2428" , 24.40958 , -24.515 , "201.38" , "-79.29" , 0.837 , "Blazar Q-type" , 956 , 1181 , 1300 , 1300 , 1800 , 1400 , "1256" , 11.5652 , "PKS0135-247 "
30 , "WMAP5 J0149+0553" , 27.34583 , 5.93167 , "148.03" , "-54.1" , 2.345 , "Blazar Q-type" , 1473 , 906 , 1000 , 700 , 800 , 0 , "650" , 26.7553 , " "
31 , "WMAP5 J0152+2208" , 28.075 , 22.11861 , "141.05" , "-38.6" , 1.32 , "Blazar Q-type" , 1073 , 1041 , 1200 , 1300 , 1300 , 1400 , 1700 , 33.2709 , "PKS0149+21 "
32 , "WMAP5 J0204+1513" , 31.20958 , 15.23639 , "147.92" , "-44.05" , 0.405 , "Blazar Q-type" , 3073 , 4068 , 1300 , 1300 , 1100 , 1600 , "1436" , 33.6101 , "4C15.05 "
33 , "WMAP5 J0205-1704" , 31.2425 , -17.02222 , "185.99" , "-70.23" , 1.74 , "Blazar Q-type" , 1350 , 1219 , 700 , 0 , 900 , 800 , 600 , 21.795 , " "
34 , "WMAP5 J0205+3213" , 31.27042 , 32.20833 , "140.57" , "-28.13" , 1.446 , "Blazar Q-type" , 934 , 657 , 1600 , 1500 , 1200 , 700 , "628" , 39.6717 , "1JY0202+319 "
35 , "WMAP5 J0210-5100" , 32.69208 , -51.01722 , "276.1" , "-61.78" , 0.999 , "Blazar Q-type" , 3198 , 0 , 2700 , 2700 , 2800 , 2700 , 2100 , 359.5919 , "PKS0208-512 "
36 , "WMAP5 J0218+0138" , 34.61292 , 1.63778 , "162.46" , "-54.42" , 0 , "Unidentified " , 0 , 0 , 1300 , 1200 , 800 , 0 , 700 , 32.2056 , " "
37 , "WMAP5 J0220+3558" , 35.2725 , 35.93722 , "142.6" , "-23.49" , 0.685 , "Blazar Unknown-type" , 1480 , 1707 , 1200 , 1200 , 900 , 1100 , 1300 , 44.3495 , "1Jy0218+357 "
38 , "WMAP5 J0222-3440" , 35.735 , -34.69139 , "239.67" , "-69.03" , 1.49 , "Blazar Q-type" , 911 , 683 , 1000 , 1000 , 0 , 700 , "628" , 17.0516 , "PKS0220-349 "
39 , "WMAP5 J0223+4303" , 35.7975 , 42.99194 , "140.25" , "-16.78" , 0.021 , "Misd. NT-AGN RGal-type" , 1866 , 1494 , 1800 , 1400 , 1400 , 1300 , 1200 , 47.5375 , "3C66B "
40 , "WMAP5 J0231-4742" , 37.79458 , -47.76722 , "266.29" , "-61.66" , 0.765 , "Blazar Q-type" , 269 , 0 , 700 , 900 , 900 , 1200 , 700 , 8.3972 , " "
41 , "WMAP5 J0231+1320" , 37.94083 , 13.38194 , "157.09" , "-42.74" , 2.059 , "Blazar Q-type" , 2608 , 1560 , 1300 , 1200 , 1200 , 900 , "807" , 39.1275 , "4C13.14 "
42 , "WMAP5 J0237+2848" , 39.46833 , 28.8025 , "149.46" , "-28.53" , 1.213 , "Blazar Q-type" , 2794 , 2197 , 3800 , 3400 , 3500 , 3200 , 2100 , 45.4166 , "4C28.07 "
43 , "WMAP5 J0238+1637" , 39.66208 , 16.61639 , "156.76" , "-39.11" , 0.94 , "Blazar B-type" , 1935 , 1941 , 1500 , 1600 , 1600 , 1600 , "1436" , 41.794 , "PKS0235+164 "
44 , "WMAP5 J0241-0821" , 40.27292 , -8.25806 , "182.02" , "-57.93" , 0.0005 , "Unidentified " , 3158 , 913 , 1000 , 700 , 700 , 0 , "568" , 34.3763 , "NGC1052 "
45 , "WMAP5 J0245-4456" , 41.47708 , -44.99361 , "258.55" , "-61.04" , 0.28 , "Blazar Q-type" , 845 , 0 , 500 , 700 , 600 , 700 , "628" , 14.8368 , "PKS0244-452 "
46 , "WMAP5 J0253-5442" , 43.37125 , -54.6975 , "272.49" , "-54.62" , 0.539 , "Blazar Q-type" , 1193 , 0 , 2400 , 2700 , 2500 , 2200 , 1800 , 4.6709 , "PKS0252-549 "
47 , "WMAP5 J0259-0015" , 44.86917 , -0.33389 , "177.18" , "-49.23" , 1.995 , "Blazar Q-type" , 500 , 228 , 1100 , 1400 , 1200 , 800 , "718" , 41.6362 , " "
48 , "WMAP5 J0303-6212" , 45.96083 , -62.19028 , "280.22" , "-48.7" , 0 , "Blazar Unknown-type" , 1862 , 0 , 1400 , 1300 , 1400 , 1300 , 1000 , 351.4463 , "PKS0302-623 "
49 , "WMAP5 J0308+0405" , 47.10917 , 4.11111 , "174.85" , "-44.52" , 0.028 , "Misd. NT-AGN RGal-type" , 3773 , 5748 , 1300 , 1300 , 1200 , 900 , "807" , 45.1361 , "NGC1218 "
50 , "WMAP5 J0309+1028" , 47.26417 , 10.48917 , "169.17" , "-39.72" , 0.863 , "Blazar Q-type" , 597 , 505 , 1100 , 1300 , 1300 , 1500 , 1500 , 47.1152 , " "
51 , "WMAP5 J0309-6102" , 47.48333 , -60.9775 , "278.11" , "-48.95" , 1.48 , "Blazar Q-type" , 1103 , 0 , 1100 , 1200 , 900 , 900 , 700 , 355.6756 , "PKS0308-611 "
52 , "WMAP5 J0312-7645" , 47.98 , -76.86417 , "293.43" , "-37.56" , 0.223 , "Blazar Q-type" , 694 , 0 , 1000 , 1200 , 1100 , 900 , 800 , 302.8399 , "PKS0312-77 "
53 , "WMAP5 J0312+0131" , 48.18208 , 1.54944 , "178.51" , "-45.53" , 0.664 , "Blazar Q-type" , 921 , 459 , 900 , 800 , 900 , 800 , "718" , 45.4894 , " "
54 , "WMAP5 J0319+4131" , 49.95042 , 41.51167 , "150.57" , "-13.26" , 0.017 , "Misd. NT-AGN RGal-type" , 46894 , 22829 , 11300 , 8900 , 7500 , 5600 , 3900 , 57.9042 , "NGC1275 "
55 , "WMAP5 J0322-3711" , 50.67375 , -37.21083 , "240.16" , "-56.7" , 0.006 , "Misd. NT-AGN RGal-type" , 71133 , 255 , 18500 , 12600 , 10600 , 8400 , "7539" , 31.9798 , "NGC1316 "
56 , "WMAP5 J0325+2225" , 51.40333 , 22.4 , "163.66" , "-28.03" , 2.06 , "Blazar Q-type" , 817 , 525 , 800 , 900 , 1100 , 500 , "448" , 53.9226 , "GB6J0325+2223 "
57 , "WMAP5 J0329-2354" , 52.475 , -23.9525 , "216.88" , "-54.26" , 0.895 , "Blazar Q-type" , 866 , 683 , 1200 , 1300 , 1200 , 1000 , 900 , 41.4082 , "PKS0327-241 "
58 , "WMAP5 J0334-4007" , 53.55667 , -40.14028 , "244.76" , "-54.08" , 0 , "Blazar B-type" , 1331 , 0 , 1400 , 1500 , 1400 , 1400 , 1500 , 33.4739 , "PKS0332-403 "
59 , "WMAP5 J0336-1257" , 54.14583 , -13.03444 , "201.23" , "-48.97" , 1.303 , "Blazar Q-type" , 534 , 377 , 1000 , 900 , 1100 , 900 , 700 , 47.4329 , "PKS0334-131 "
60 , "WMAP5 J0339-0143" , 54.87875 , -1.77667 , "187.99" , "-42.46" , 0.852 , "Blazar Q-type" , 3014 , 2424 , 2400 , 2300 , 2200 , 1700 , 2100 , 51.3497 , "PKS0336-019 "
61 , "WMAP5 J0340-2119" , 55.14833 , -21.32528 , "213.79" , "-51.19" , 0.223 , "Blazar B-type" , 933 , 1075 , 1100 , 1100 , 1100 , 1200 , 1200 , 45.5461 , "PKS0338-214 "
62 , "WMAP5 J0348-2747" , 57.15875 , -27.80361 , "224.49" , "-50.91" , 0.991 , "Blazar Q-type" , 1444 , 0 , 1200 , 1000 , 900 , 1500 , "1346" , 45.3454 , "PKS0346-279 "
63 , "WMAP5 J0358+1029" , 59.72667 , 10.43417 , "179.83" , "-31.06" , 0.03 , "Misd. NT-AGN RGal-type" , 3132 , 248 , 1200 , 1100 , 0 , 0 , "846" , 59.0666 , "3C098 "
64 , "WMAP5 J0403-3604" , 60.97375 , -36.08389 , "237.74" , "-48.49" , 1.417 , "Blazar Q-type" , 1851 , 1151 , 3400 , 3800 , 3600 , 3400 , 3000 , 45.8785 , "PKS0402-362 "
65 , "WMAP5 J0405-1304" , 61.39167 , -13.13694 , "205.76" , "-42.66" , 0.57 , "Blazar Q-type" , 2748 , 4218 , 2000 , 1800 , 1700 , 1500 , "1346" , 55.4344 , "PKS0403-13 "
66 , "WMAP5 J0407-3825" , 61.74583 , -38.44111 , "241.28" , "-47.9" , 1.285 , "Blazar Unknown-type" , 830 , 861 , 1100 , 1000 , 900 , 800 , "718" , 45.4567 , "PKS0405-385 "
67 , "WMAP5 J0408-7506" , 62.20167 , -75.12194 , "288.97" , "-36.13" , 0.693 , "Misd. NT-AGN RGal-type" , 4569 , 0 , 800 , 500 , 300 , 0 , "243" , 303.5521 , "PKS0410-75 "
68 , "WMAP5 J0411+7654" , 62.69 , 76.94583 , "133.4" , "18.33" , 0.598 , "Misd. NT-AGN RGal-type" , 5620 , 5620 , 1000 , 700 , 700 , 800 , 800 , 79.0698 , "4C76.03 "
69 , "WMAP5 J0416-2051" , 64.01875 , -20.93917 , "216.93" , "-43.18" , 0.808 , "Misd. NT-AGN QSO-type" , 1293 , 2778 , 1100 , 1100 , 1000 , 800 , "718" , 56.3887 , "PKS0413-210 "
70 , "WMAP5 J0423+0218" , 65.7175 , 2.32417 , "191.59" , "-31.23" , 2.277 , "Blazar Q-type" , 1222 , 677 , 1200 , 1000 , 700 , 0 , "568" , 63.7952 , "PKS0420+022 "
71 , "WMAP5 J0423-0120" , 65.81542 , -1.3425 , "195.28" , "-33.14" , 0.914 , "Blazar Q-type" , 4357 , 2726 , 8200 , 8300 , 7900 , 7100 , 4900 , 62.9699 , "PKS0420-01 "
72 , "WMAP5 J0424-3757" , 66.17583 , -37.93889 , "240.65" , "-44.41" , 0.782 , "Blazar Q-type" , 1706 , 473 , 1500 , 1200 , 1200 , 1500 , "1346" , 52.0204 , "PKS0422-380 "
73 , "WMAP5 J0424+0035" , 66.195 , 0.60167 , "193.58" , "-31.78" , 0.31 , "Blazar B-type" , 583 , 493 , 1500 , 1600 , 1800 , 1300 , "1166" , 63.7593 , "PKS0422+004 "
74 , "WMAP5 J0428-3757" , 67.16833 , -37.93889 , "240.7" , "-43.62" , 1.11 , "Blazar B-type" , 1202 , 737 , 1500 , 1400 , 1300 , 1300 , 1200 , 53.2818 , "PKS0426-380 "
75 , "WMAP5 J0433+0521" , 68.29583 , 5.35417 , "190.37" , "-27.4" , 0.033 , "Blazar Q-type" , 5189 , 3439 , 2400 , 2400 , 2300 , 2500 , 2400 , 66.7413 , "3C120 "
76 , "WMAP5 J0440-4332" , 70.07125 , -43.5525 , "248.4" , "-41.57" , 2.863 , "Blazar Q-type" , 3933 , 0 , 2500 , 2300 , 2200 , 1700 , 900 , 54.1554 , "PKS0438-43 "
77 , "WMAP5 J0442-0017" , 70.66083 , -0.29528 , "197.19" , "-28.47" , 0.844 , "Blazar Q-type" , 1084 , 1773 , 900 , 800 , 1200 , 800 , 800 , 68.3506 , "PKS0440-00 "
78 , "WMAP5 J0449-8100" , 72.5225 , -81.01722 , "293.85" , "-31.38" , 0.444 , "Blazar Q-type" , 1357 , 0 , 1700 , 1800 , 1600 , 1600 , 1400 , 279.7807 , "PKS0454-81 "
79 , "WMAP5 J0453-2806" , 73.31083 , -28.12694 , "229.01" , "-37.02" , 2.559 , "Blazar Q-type" , 2172 , 2541 , 1500 , 1500 , 1400 , 1200 , 1500 , 66.0117 , "PKS0451-28 "
80 , "WMAP5 J0455-4617" , 73.96125 , -46.26639 , "251.96" , "-38.82" , 0.853 , "Blazar Q-type" , 1653 , 0 , 3900 , 4000 , 4000 , 3500 , 2700 , 58.6471 , "PKS0454-46 "
81 , "WMAP5 J0456-2322" , 74.26292 , -23.41444 , "223.7" , "-34.9" , 1.003 , "Blazar Q-type" , 1863 , 1727 , 2400 , 2500 , 2400 , 1900 , 1900 , 68.4038 , "PKS0454-234 "
82 , "WMAP5 J0501-0159" , 75.30333 , -1.98722 , "201.45" , "-25.3" , 2.286 , "Blazar Q-type" , 3317 , 2264 , 1100 , 1200 , 1100 , 1000 , "897" , 73.1352 , "4C-02.19 "
83 , "WMAP5 J0506-6108" , 76.68292 , -61.16139 , "270.54" , "-36.08" , 1.093 , "Blazar Q-type" , 1211 , 0 , 2100 , 1800 , 1600 , 1100 , 800 , 35.9923 , "PKS0506-61 "
84 , "WMAP5 J0513-2155" , 78.45458 , -21.98778 , "223.56" , "-30.78" , 1.296 , "Blazar Q-type" , 865 , 647 , 1100 , 1100 , 900 , 0 , 1000 , 74.1833 , "PKS0511-220 "
85 , "WMAP5 J0515-4558" , 78.93458 , -45.94389 , "251.72" , "-35.36" , 0.194 , "Blazar Q-type" , 990 , 0 , 0 , 0 , 900 , 1100 , "987" , 67.6792 , "PKS0514-459 "
86 , "WMAP5 J0519-4546" , 79.95667 , -45.77889 , "251.59" , "-34.64" , 0.0351 , "Misd. NT-AGN QSO-type" , 15827 , 0 , 6800 , 5300 , 4400 , 3300 , 2200 , 69.8224 , "PICTOR A "
87 , "WMAP5 J0519-0539" , 80.00875 , -5.61833 , "207.38" , "-22.87" , 0 , "LBN Nebulae" , 42 , 0 , 2400 , 1800 , 1200 , 800 , "718" , 77.7578 , "IRAS05175-0540 "
88 , "WMAP5 J0523-3627" , 80.74125 , -36.45861 , "240.6" , "-32.72" , 0.055 , "Blazar B-type" , 8180 , 15620 , 4200 , 3900 , 3800 , 3500 , 2600 , 74.5889 , "PKS0521-36 "
89 , "WMAP5 J0525-2337" , 81.27333 , -23.63611 , "226.34" , "-28.87" , 3.1 , "Blazar Q-type" , 713 , 398 , 700 , 900 , 700 , 800 , "718" , 77.6069 , " "
90 , "WMAP5 J0525-4826" , 81.56958 , -48.51 , "254.99" , "-33.76" , 0 , "Unidentified " , 425 , 0 , 900 , 1300 , 1300 , 1100 , 800 , 71.1984 , "PKS0524-485 "
91 , "WMAP5 J0527-1241" , 81.8675 , -12.69722 , "215.21" , "-24.29" , 0 , "Planetary Nebulae" , 1716 , 1096 , 1400 , 1600 , 1400 , 1200 , 1100 , 79.53 , "IC0418 "
92 , "WMAP5 J0534-6107" , 83.6475 , -61.10222 , "270.07" , "-32.74" , 1.997 , "Blazar Q-type" , 324 , 0 , 500 , 500 , 600 , 600 , "538" , 58.9552 , " "
93 , "WMAP5 J0538-4405" , 84.70958 , -44.08583 , "250.08" , "-31.1" , 0.894 , "Blazar B-type" , 4805 , 0 , 5600 , 5900 , 6000 , 5400 , 4600 , 79.4135 , "PKS0537-441 "
94 , "WMAP5 J0539-2844" , 84.97458 , -28.66361 , "232.93" , "-27.3" , 3.104 , "Blazar Q-type" , 1232 , 862 , 600 , 600 , 600 , 700 , "628" , 82.0952 , " "
95 , "WMAP5 J0540-5415" , 85.19083 , -54.30611 , "262.04" , "-31.87" , 1.185 , "Blazar Q-type" , 373 , 0 , 1400 , 1400 , 1400 , 1100 , "987" , 76.2307 , "PKS0539-543 "
96 , "WMAP5 J0542+4951" , 85.65042 , 49.85194 , "161.68" , "10.29" , 0.545 , "Misd. NT-AGN QSO-type" , 7264 , 22880 , 1700 , 1300 , 1300 , 800 , "718" , 86.1481 , "3C147.0 "
