_id , wmap5_name , RA , Dec , LII , BII , Redshift , Source classification , Rflux(5GHz) , Rflux(1p4 GHz) , Rflux(23GHz) , Rflux(33GHz) , Rflux(41GHz) , Rflux(61GHz) , Rflux(94GHz) , Ecliptic_coords, other_name
293 , "WMAP5 J1808+5658" , 272.15417 , 56.93667 , "85.47" , "28.18" , 0 , "Unidentified " , 21 , 0 , 600 , 700 , 800 , 700 , "628" , 276.2836 , " "
294 , "WMAP5 J1820-6343" , 274.89583 , -63.76333 , "330.85" , "-20.77" , 0.063 , "Misd. NT-AGN RGal-type" , 4506 , 0 , 1700 , 1500 , 1200 , 1200 , 1200 , 272.2104 , "PKS1814-63 "
295 , "WMAP5 J1819-5521" , 274.93917 , -55.35556 , "339.18" , "-17.79" , 0 , "Blazar Q-type" , 1124 , 0 , 900 , 500 , 600 , 0 , "487" , 272.6418 , "PKS1815-553 "
296 , "WMAP5 J1824+5650" , 276.02958 , 56.85028 , "85.73" , "26.08" , 0.664 , "Blazar B-type" , 1263 , 1412 , 1500 , 1300 , 1300 , 1400 , 800 , 288.4246 , "4C56.27 "
297 , "WMAP5 J1825+6737" , 276.40792 , 67.625 , "97.72" , "27.37" , 0 , "Unidentified " , 0 , 0 , 0 , 0 , 300 , 600 , 600 , 25.4578 , " "
298 , "WMAP5 J1829+4845" , 277.3825 , 48.74611 , "77.22" , "23.5" , 0.692 , "Misd. NT-AGN QSO-type" , 5519 , 13753 , 2800 , 2800 , 2600 , 2000 , 1300 , 285.1317 , "3C380.0 "
299 , "WMAP5 J1832+6844" , 278.1525 , 68.8025 , "99.11" , "26.84" , 0.205 , "Unidentified " , 72 , 150 , 0 , 0 , 400 , 700 , 700 , 38.0895 , "2MASXJ18323551+6"
300 , "WMAP5 J1834-5854" , 278.61708 , -58.94306 , "336.34" , "-20.9" , 0 , "Blazar B-type" , 399 , 0 , 1100 , 1100 , 1200 , 900 , "807" , 274.7472 , " "
301 , "WMAP5 J1835+3245" , 278.75875 , 32.69722 , "61.3" , "17.45" , 0.058 , "Misd. NT-AGN RGal-type" , 2281 , 113 , 800 , 800 , 700 , 500 , 700 , 282.482 , "3C382.0 "
302 , "WMAP5 J1837-7106" , 279.36958 , -71.14528 , "323.68" , "-24.46" , 1.356 , "Blazar Q-type" , 2294 , 0 , 1900 , 1700 , 1500 , 1200 , "1077" , 273.7921 , "PKS1831-711 "
303 , "WMAP5 J1840+7946" , 280.5375 , 79.77139 , "111.43" , "27.07" , 0.056 , "Misd. NT-AGN QSO-type" , 4380 , 834 , 1300 , 900 , 700 , 0 , "568" , 81.5498 , "3C390.3 "
304 , "WMAP5 J1842+6808" , 280.64 , 68.15667 , "98.52" , "25.85" , 0.472 , "Blazar Q-type" , 925 , 798 , 1100 , 1200 , 1200 , 1000 , 600 , 25.1993 , "S41842+68 "
305 , "WMAP5 J1848+3223" , 282.09208 , 32.31722 , "62.04" , "14.7" , 0.798 , "Blazar Q-type" , 762 , 516 , 700 , 800 , 500 , 0 , "406" , 287.4179 , "B21846+32A "
306 , "WMAP5 J1849+6705" , 282.31625 , 67.09444 , "97.49" , "25.04" , 0.657 , "Blazar Q-type" , 845 , 518 , 1200 , 1400 , 1400 , 1200 , 1400 , 11.2144 , "4C66.20 "
307 , "WMAP5 J1850+2823" , 282.61458 , 28.42 , "58.55" , "12.73" , 2.56 , "Blazar Q-type" , 1013 , 230 , 1500 , 1100 , 900 , 600 , "538" , 287.2053 , "S21848+28 "
308 , "WMAP5 J1902+3153" , 285.73292 , 31.995 , "63.02" , "11.75" , 0.635 , "Blazar Q-type" , 1863 , 3204 , 1300 , 1100 , 800 , 400 , "359" , 292.3973 , "3C395 "
309 , "WMAP5 J1915-8000" , 288.16667 , -80.16806 , "313.99" , "-27.61" , 1.756 , "Blazar Q-type" , 166 , 0 , 700 , 400 , 500 , 0 , "406" , 275.2439 , "PKS1903-80 "
310 , "WMAP5 J1923-2105" , 290.88417 , -21.07583 , "17.17" , "-16.26" , 0.874 , "Blazar Q-type" , 2885 , 3167 , 2300 , 2500 , 2500 , 2600 , 2000 , 288.7244 , "PMNJ1923-2104 "
311 , "WMAP5 J1924-2914" , 291.21458 , -29.24167 , "9.34" , "-19.61" , 0.352 , "Blazar Q-type" , 14332 , 13387 , 12300 , 12000 , 11400 , 10900 , 7600 , 287.8589 , "OV-236 "
312 , "WMAP5 J1927+6119" , 291.87667 , 61.29222 , "92.72" , "19.44" , 0 , "Blazar B-type" , 558 , 534 , 1000 , 1000 , 1000 , 700 , 600 , 340.9398 , "S41926+611 "
313 , "WMAP5 J1927+7357" , 291.95208 , 73.96694 , "105.62" , "23.54" , 0.302 , "Blazar Q-type" , 3626 , 3950 , 3500 , 3200 , 2800 , 2700 , 1300 , 54.2846 , "4C73.18 "
314 , "WMAP5 J1937-3957" , 294.31792 , -39.96694 , "359.16" , "-25.37" , 0.965 , "Blazar Q-type" , 1129 , 1002 , 1000 , 1300 , 1300 , 1400 , "1256" , 288.6739 , "PKS1933-400 "
315 , "WMAP5 J1938-6344" , 294.85417 , -63.7125 , "332.74" , "-29.4" , 0.183 , "Blazar Unknown-type" , 5910 , 0 , 900 , 700 , 600 , 0 , "487" , 283.5178 , "PKS1934-63 "
316 , "WMAP5 J1939-1525" , 294.86 , -15.43083 , "24.16" , "-17.44" , 1.657 , "Blazar Q-type" , 800 , 608 , 1000 , 1000 , 1000 , 600 , "538" , 293.3374 , " "
317 , "WMAP5 J1951+6749" , 297.75458 , 67.72111 , "100.04" , "19.58" , 0 , "Unidentified " , 19 , 0 , 700 , 900 , 700 , 700 , 700 , 18.8005 , " "
318 , "WMAP5 J1952+0233" , 298.06583 , 2.50667 , "42.26" , "-12.32" , 0.059 , "Misd. NT-AGN RGal-type" , 2026 , 2469 , 800 , 600 , 600 , 900 , "807" , 300.0375 , "3C403.0 "
319 , "WMAP5 J1955+5139" , 298.92792 , 51.53028 , "85.29" , "11.75" , 1.22 , "Blazar Q-type" , 1675 , 1588 , 800 , 900 , 800 , 0 , "650" , 327.5202 , "S41954+513 "
320 , "WMAP5 J1958-3845" , 299.49958 , -38.75167 , "1.57" , "-28.96" , 0.63 , "Blazar Q-type" , 1944 , 1493 , 3400 , 3500 , 3100 , 2700 , 1900 , 293.0837 , "PKS1954-388 "
321 , "WMAP5 J2000-1749" , 300.23792 , -17.81583 , "24.01" , "-23.12" , 0.65 , "Blazar Q-type" , 2700 , 550 , 2000 , 1900 , 1800 , 1800 , 2000 , 297.9857 , "PKS1958-179 "
322 , "WMAP5 J2005+7755" , 301.38 , 77.87861 , "110.46" , "22.73" , 0.342 , "Blazar B-type" , 1260 , 1060 , 800 , 700 , 800 , 800 , 900 , 63.4423 , "S52007+777 "
323 , "WMAP5 J2008+6612" , 301.86625 , 66.1225 , "99.28" , "17.43" , 1.325 , "Blazar Q-type" , 749 , 509 , 700 , 500 , 500 , 600 , "538" , 12.5325 , " "
324 , "WMAP5 J2010+7231" , 302.46875 , 72.48861 , "105.35" , "20.18" , 0 , "Blazar B-type" , 907 , 953 , 700 , 600 , 1000 , 1000 , 700 , 41.6527 , "4C72.28 "
325 , "WMAP5 J2011-1547" , 302.81542 , -15.77778 , "27.11" , "-24.61" , 1.18 , "Blazar Q-type" , 949 , 546 , 1600 , 1500 , 1500 , 1200 , "1077" , 300.8406 , "PKS2008-159 "
326 , "WMAP5 J2022+6136" , 305.52792 , 61.61611 , "96.08" , "13.77" , 0.227 , "Misd. NT-AGN RGal-type" , 2743 , 2093 , 1600 , 1400 , 1200 , 700 , "628" , 358.3539 , "S42021+61 "
327 , "WMAP5 J2023+5426" , 305.97833 , 54.45944 , "90.09" , "9.66" , 0 , "Unidentified " , 1091 , 1069 , 700 , 900 , 800 , 800 , "718" , 341.6782 , " "
328 , "WMAP5 J2024+1712" , 306.23458 , 17.30222 , "59.45" , "-11.63" , 1.05 , "Unidentified " , 578 , 279 , 900 , 1000 , 900 , 800 , 800 , 312.9705 , "MG1 J202458+1717"
329 , "WMAP5 J2035+1055" , 308.84292 , 10.93528 , "55.39" , "-17.24" , 0.601 , "Blazar Q-type" , 759 , 1074 , 600 , 1100 , 700 , 900 , 1000 , 313.8129 , "PKS2032+107 "
330 , "WMAP5 J2034-6845" , 308.95333 , -68.77583 , "326.17" , "-34.53" , 1.084 , "Blazar Q-type" , 648 , 0 , 700 , 800 , 800 , 800 , "718" , 289.0843 , "PKS2030-689 "
331 , "WMAP5 J2056-4716" , 314.06833 , -47.24639 , "352.59" , "-40.39" , 1.489 , "Blazar Q-type" , 2026 , 0 , 2200 , 2500 , 2400 , 2200 , 1700 , 301.8305 , "PKS2052-47 "
332 , "WMAP5 J2101+0344" , 315.41167 , 3.68528 , "52.68" , "-26.66" , 1.012 , "Blazar Q-type" , 1362 , 626 , 1200 , 1100 , 1000 , 1000 , 900 , 318.3467 , " "
333 , "WMAP5 J2109+3537" , 317.38292 , 35.54917 , "80.28" , "-8.36" , 0.2023 , "Blazar Q-type" , 1208 , 1196 , 900 , 700 , 600 , 800 , "718" , 334.7887 , "*B22107+35A "
334 , "WMAP5 J2109-4113" , 317.38792 , -41.17222 , "0.67" , "-42.84" , 1.058 , "Blazar Q-type" , 2076 , 0 , 1500 , 1600 , 1200 , 1100 , 1000 , 306.4904 , "PKS2106-413 "
335 , "WMAP5 J2123+0536" , 320.93542 , 5.58944 , "58" , "-30.13" , 1.878 , "Blazar Q-type" , 1930 , 794 , 2200 , 1800 , 1800 , 1300 , "1166" , 324.5162 , "PKS2121+053 "
336 , "WMAP5 J2124+2507" , 320.93792 , 25.07028 , "74.47" , "-17.7" , 0.1016 , "Unidentified " , 3567 , 1154 , 800 , 600 , 400 , 500 , "448" , 332.6562 , "3C433 "
337 , "WMAP5 J2131-1207" , 322.89667 , -12.11833 , "40.53" , "-40.96" , 0.501 , "Blazar Q-type" , 2989 , 1770 , 2700 , 2400 , 2400 , 1700 , 1600 , 320.5949 , "PKS2128-12 "
338 , "WMAP5 J2134-0154" , 323.54292 , -1.88806 , "52.39" , "-36.51" , 1.285 , "Blazar B-type" , 1308 , 1690 , 2000 , 1900 , 1700 , 1600 , 1500 , 324.5245 , "4C-02.81 "
339 , "WMAP5 J2136+0041" , 324.16083 , 0.69833 , "55.47" , "-35.58" , 1.932 , "Blazar Q-type" , 8416 , 3473 , 4400 , 3500 , 3000 , 1400 , 1400 , 326.0052 , "PKS2134+004 "
340 , "WMAP5 J2139+1425" , 324.75542 , 14.39306 , "68.53" , "-27.54" , 2.427 , "Blazar Q-type" , 1073 , 1132 , 2200 , 2000 , 1900 , 1300 , 1000 , 331.7668 , "PKS2136+141 "
341 , "WMAP5 J2143+1741" , 325.89792 , 17.73028 , "72.11" , "-26.09" , 0.211 , "Blazar Q-type" , 1006 , 651 , 1200 , 1300 , 1000 , 800 , "718" , 334.1893 , "S32141+17 "
342 , "WMAP5 J2148-7758" , 326.625 , -77.93167 , "313.56" , "-35.08" , 0.334 , "Blazar Q-type" , 508 , 0 , 1600 , 1400 , 1200 , 700 , "628" , 288.8677 , "PKS2141-781 "
343 , "WMAP5 J2148+0657" , 327.0225 , 6.96083 , "63.65" , "-34.08" , 0.99 , "Blazar Q-type" , 4949 , 2589 , 8000 , 7700 , 7500 , 6500 , 5300 , 331.0506 , "4C06.69 "
344 , "WMAP5 J2151-3027" , 327.98125 , -30.46472 , "17.07" , "-50.79" , 2.345 , "Blazar Q-type" , 1336 , 1243 , 1300 , 1400 , 1400 , 1600 , "1436" , 318.9172 , "PKS2149-307 "
345 , "WMAP5 J2157-6942" , 329.275 , -69.69 , "321.31" , "-40.65" , 0.028 , "Misd. NT-AGN QSO-type" , 11649 , 0 , 3600 , 2900 , 2600 , 2100 , 1500 , 298.3969 , "PKS2153-69 "
346 , "WMAP5 J2158-1501" , 329.52583 , -15.01917 , "40.64" , "-48.03" , 0.672 , "Blazar Q-type" , 3091 , 3021 , 2100 , 1800 , 1800 , 1400 , 600 , 325.7273 , "PKS2155-152 "
347 , "WMAP5 J2202+4217" , 330.68 , 42.27778 , "92.58" , "-10.44" , 0.069 , "Blazar B-type" , 2940 , 6051 , 3400 , 3500 , 3600 , 3300 , "2961" , 353.6058 , "BLLAC "
348 , "WMAP5 J2203+3146" , 330.8125 , 31.76056 , "85.95" , "-18.78" , 0.295 , "Blazar Q-type" , 2806 , 2879 , 2700 , 2400 , 2100 , 1700 , 1600 , 346.3571 , "4C31.63 "
349 , "WMAP5 J2203+1723" , 330.86167 , 17.43 , "75.67" , "-29.64" , 1.075 , "Blazar Q-type" , 834 , 592 , 1500 , 1600 , 1600 , 1500 , "1346" , 339.0557 , "PKS2201+171 "
350 , "WMAP5 J2206-1838" , 331.54292 , -18.59417 , "36.66" , "-51.17" , 0.619 , "Blazar Q-type" , 4271 , 6398 , 1800 , 1600 , 1200 , 1100 , "987" , 326.294 , "PKS2203-18 "
351 , "WMAP5 J2207-5348" , 331.93208 , -53.77611 , "339.89" , "-49.93" , 1.206 , "Blazar Q-type" , 1410 , 0 , 1000 , 800 , 700 , 400 , "359" , 311.3436 , "PKS2204-54 "
352 , "WMAP5 J2211+2352" , 333.025 , 23.92778 , "82.24" , "-26.09" , 1.125 , "Blazar Q-type" , 1123 , 557 , 1300 , 1500 , 1400 , 1000 , 1100 , 344.1125 , "PKS2209+236 "
353 , "WMAP5 J2212-2524" , 333.26125 , -25.49222 , "26.4" , "-54.62" , 1.833 , "Blazar Q-type" , 823 , 1210 , 900 , 700 , 600 , 800 , "718" , 325.3205 , " "
354 , "WMAP5 J2218-0335" , 334.71667 , -3.59361 , "59.04" , "-46.65" , 0.901 , "Blazar Q-type" , 2717 , 2218 , 2300 , 2000 , 1900 , 1600 , "1436" , 334.5587 , "4C-03.79 "
355 , "WMAP5 J2225+2119" , 336.40667 , 21.30472 , "83.16" , "-30.09" , 1.959 , "Blazar Q-type" , 1024 , 1837 , 800 , 1000 , 900 , 600 , 600 , 346.2879 , " "
356 , "WMAP5 J2225-0455" , 336.44667 , -4.95028 , "58.96" , "-48.85" , 1.404 , "Blazar Q-type" , 6382 , 7411 , 5200 , 4900 , 4300 , 4100 , 3600 , 335.6762 , "3C446 "
357 , "WMAP5 J2229-0833" , 337.41667 , -8.54833 , "55.22" , "-51.71" , 1.559 , "Blazar Q-type" , 2423 , 968 , 1900 , 2300 , 2200 , 2900 , 2100 , 335.2531 , "PKS2227-08 "
358 , "WMAP5 J2229-2050" , 337.45083 , -20.82389 , "36.2" , "-57.15" , 0 , "Planetary Nebulae" , 326 , 0 , 900 , 800 , 900 , 1000 , 1000 , 330.7096 , "PMNJ2229-2049 "
359 , "WMAP5 J2232+1144" , 338.15167 , 11.73056 , "77.43" , "-38.59" , 1.037 , "Blazar Q-type" , 3967 , 7202 , 3400 , 4000 , 4100 , 4500 , 4000 , 343.7285 , "4C-11.69 "
360 , "WMAP5 J2235-4834" , 338.805 , -48.59944 , "344.49" , "-56.07" , 0.51 , "Blazar Q-type" , 1104 , 0 , 2000 , 2200 , 2100 , 2000 , 1600 , 319.2888 , "PKS2232-488 "
361 , "WMAP5 J2236+2824" , 339.09333 , 28.48278 , "90.11" , "-25.65" , 0.795 , "Blazar Q-type" , 1625 , 1103 , 1100 , 1200 , 1200 , 1200 , "1077" , 352.4613 , "B22234+28A "
362 , "WMAP5 J2239-5701" , 339.80042 , -57.01667 , "331.8" , "-52.06" , 0 , "Unidentified " , 1063 , 0 , 1200 , 1400 , 1100 , 900 , 1500 , 314.6207 , "PKS2236-572 "
363 , "WMAP5 J2246-1208" , 341.57583 , -12.11444 , "53.86" , "-57.08" , 0.632 , "Blazar Q-type" , 2661 , 1882 , 1800 , 1800 , 1700 , 1200 , "1077" , 337.6877 , "PKS2243-123 "
364 , "WMAP5 J2254+1608" , 343.49042 , 16.14806 , "86.11" , "-38.19" , 0.859 , "Blazar Q-type" , 14468 , 12657 , 7400 , 7500 , 7500 , 7600 , 7200 , 350.6819 , "3C454.3 "
365 , "WMAP5 J2255+4201" , 343.90292 , 42.0475 , "100.98" , "-15.84" , 1.476 , "Blazar Q-type" , 1084 , 1895 , 1000 , 700 , 600 , 0 , "487" , 5.5222 , "S42253+41 "
366 , "WMAP5 J2256-2014" , 344.17125 , -20.19472 , "41.54" , "-62.9" , 0 , "Blazar B-type" , 454 , 345 , 800 , 700 , 800 , 500 , "448" , 336.8377 , "PKS2254-204 "
367 , "WMAP5 J2258-2757" , 344.52458 , -27.97194 , "24.39" , "-64.93" , 0.926 , "Blazar Q-type" , 2127 , 1249 , 5200 , 5200 , 5000 , 4400 , 3600 , 333.9858 , "PKS2255-282 "
368 , "WMAP5 J2302-6808" , 345.92667 , -68.12972 , "316.97" , "-45.96" , 0.512 , "Blazar Q-type" , 433 , 0 , 600 , 500 , 500 , 0 , "406" , 307.7894 , " "
369 , "WMAP5 J2315-5018" , 348.93458 , -50.31083 , "334.67" , "-60.51" , 0 , "Unidentified " , 341 , 0 , 1100 , 1100 , 900 , 900 , "807" , 325.5749 , "PKS2312-505 "
370 , "WMAP5 J2322+4448" , 350.58542 , 44.75778 , "106.72" , "-15.3" , 1.31 , "Blazar Q-type" , 374 , 364 , 800 , 900 , 800 , 600 , 500 , 13.3046 , " "
371 , "WMAP5 J2322+5105" , 350.60792 , 50.96417 , "108.93" , "-9.48" , 1.279 , "Blazar Q-type" , 1305 , 1294 , 900 , 800 , 700 , 500 , "448" , 18.5605 , "GB6J2322+5057 "
372 , "WMAP5 J2327+0937" , 351.88958 , 9.66917 , "91.14" , "-47.96" , 1.843 , "Blazar Q-type" , 886 , 741 , 800 , 1200 , 1100 , 700 , "628" , 355.7417 , "PKS2325+093 "
373 , "WMAP5 J2329-4733" , 352.32375 , -47.50528 , "335.72" , "-64.06" , 1.299 , "Blazar Q-type" , 2206 , 0 , 1300 , 1000 , 1200 , 800 , 900 , 329.8933 , "PKS2326-477 "
374 , "WMAP5 J2330+3348" , 352.55667 , 33.80889 , "104.2" , "-26.1" , 1.809 , "Blazar Q-type" , 442 , 199 , 800 , 800 , 700 , 800 , "718" , 7.8011 , " "
375 , "WMAP5 J2330+1056" , 352.67 , 11.005 , "93.06" , "-47.13" , 1.489 , "Blazar Q-type" , 1194 , 1204 , 1000 , 1000 , 900 , 1000 , "897" , 356.9992 , "4C10.73 "
376 , "WMAP5 J2331-1558" , 352.91083 , -15.94917 , "59.99" , "-68.39" , 1.153 , "Blazar Q-type" , 1879 , 1335 , 1100 , 900 , 800 , 800 , 800 , 346.3501 , "PKS2329-16 "
377 , "WMAP5 J2333-2340" , 353.48 , -23.72778 , "39.63" , "-72.19" , 0.048 , "Misd. NT-AGN RGal-type" , 907 , 782 , 900 , 900 , 1000 , 1100 , 700 , 343.6025 , "PKS2331-240 "
378 , "WMAP5 J2334+0734" , 353.55333 , 7.60722 , "91.88" , "-50.55" , 0.401 , "Blazar Q-type" , 953 , 631 , 1100 , 1000 , 1000 , 1300 , "1166" , 356.4059 , "GB6J2334+0736 "
379 , "WMAP5 J2334-0129" , 353.835 , -1.51917 , "84.27" , "-58.56" , 1.184 , "Blazar Q-type" , 581 , 724 , 600 , 1100 , 1000 , 700 , "628" , 352.9715 , "PKS2332-017 "
380 , "WMAP5 J2335-5243" , 354.05042 , -52.60611 , "326.68" , "-60.92" , 0 , "Blazar Q-type" , 1588 , 0 , 1200 , 800 , 700 , 600 , "538" , 327.3141 , "PKS2333-528 "
381 , "WMAP5 J2346+0929" , 356.65333 , 9.5125 , "97.5" , "-50.13" , 0.677 , "Blazar Q-type" , 1344 , 1804 , 1200 , 1100 , 800 , 600 , "538" , 0.0829 , "4C09.74 "
382 , "WMAP5 J2348-1630" , 357.01083 , -16.52 , "65.54" , "-71.9" , 0.6 , "Blazar Q-type" , 2360 , 2641 , 1800 , 1800 , 1900 , 1500 , 1000 , 349.9301 , "PKS2345-16 "
383 , "WMAP5 J2348-4931" , 357.06 , -49.52833 , "327.18" , "-64.52" , 0 , "Unidentified " , 0 , 0 , 700 , 700 , 700 , 0 , "568" , 332.0956 , " "
384 , "WMAP5 J2349+3846" , 357.33458 , 38.82306 , "109.89" , "-22.47" , 1.032 , "Blazar Q-type" , 612 , 368 , 800 , 700 , 0 , 0 , "538" , 14.8364 , " "
385 , "WMAP5 J2354+4550" , 358.59042 , 45.88444 , "112.65" , "-15.85" , 1.992 , "Blazar Q-type" , 1127 , 1872 , 1600 , 1200 , 1200 , 1100 , 900 , 20.4786 , "4C45.51 "
386 , "WMAP5 J2354+8152" , 358.74708 , 81.88083 , "120.84" , "19.24" , 1.344 , "Blazar Unknown-type" , 0 , 0 , 800 , 800 , 700 , 1300 , "1166" , 69.4475 , " "
387 , "WMAP5 J2356+4953" , 358.78958 , 49.83556 , "113.7" , "-12.03" , 0.238 , "Misd. NT-AGN RGal-type" , 2306 , 2306 , 900 , 800 , 600 , 400 , "359" , 23.864 , "1Jy2352+495 "
388 , "WMAP5 J2357-5314" , 359.47167 , -53.18694 , "320.18" , "-62.12" , 1.006 , "Blazar Q-type" , 1782 , 0 , 1300 , 1100 , 1100 , 1100 , 800 , 330.8707 , "PKS2355-534 "
389 , "WMAP5 J2358-1014" , 359.545 , -10.33556 , "83.64" , "-69.04" , 1.639 , "Blazar Q-type" , 1618 , 768 , 1100 , 1300 , 1200 , 1200 , 900 , 354.7495 , "PKS2355-106 "
390 , "WMAP5 J2358-6050" , 359.69 , -60.88194 , "314.1" , "-55.1" , 0.096 , "Misd. NT-AGN RGal-type" , 4421 , 0 , 1900 , 1400 , 1200 , 1100 , "987" , 323.6478 , "PKS2356-61 "
